matchid,winner,hero_1_A,hero_2_A,hero_3_A,hero_4_A,hero_5_A,hero_6_A,hero_1_B,hero_2_B,hero_3_B,hero_4_B,hero_5_B,hero_6_B
5700347,The Sapphire Flame,Lash,Wraith,Infernus,Dynamo,Seven,Abrams,Paradox,Ivy,Vindicta,Warden,Yamato,Mo & Krill
5700349,The Amber Hand,Haze,Infernus,Yamato,Shiv,McGinnis,Warden,Kelvin,Vindicta,Ivy,Wraith,Bebop,Grey Talon
5700350,The Amber Hand,Vindicta,Pocket,Abrams,Ivy,Infernus,Warden,Grey Talon,Seven,Haze,Bebop,Paradox,Dynamo
5700351,The Sapphire Flame,Abrams,McGinnis,Yamato,Infernus,Wraith,Pocket,Paradox,Haze,Seven,Vindicta,Grey Talon,Bebop
5700352,The Amber Hand,Lash,Mo & Krill,Warden,Haze,Ivy,Infernus,Grey Talon,Kelvin,Pocket,Shiv,Wraith,Vindicta
5700359,The Sapphire Flame,Grey Talon,Wraith,Dynamo,Vindicta,Viscous,Mo & Krill,Warden,Haze,Abrams,McGinnis,Infernus,Kelvin
5700360,The Sapphire Flame,Vindicta,Infernus,Yamato,Pocket,Wraith,Abrams,Bebop,Grey Talon,Kelvin,Haze,Seven,Lady Geist
5700361,The Amber Hand,Kelvin,Lash,Abrams,Pocket,Seven,Wraith,Haze,McGinnis,Vindicta,Lady Geist,Warden,Bebop
5700365,The Amber Hand,Wraith,Shiv,Haze,Seven,Mo & Krill,Lash,Kelvin,Yamato,Infernus,Lady Geist,Vindicta,McGinnis
5700366,The Sapphire Flame,Infernus,Dynamo,Vindicta,Grey Talon,Bebop,Seven,Abrams,McGinnis,Haze,Paradox,Wraith,Lady Geist
5700368,The Amber Hand,Paradox,McGinnis,Kelvin,Lash,Infernus,Pocket,Abrams,Grey Talon,Seven,Viscous,Warden,Haze
5700369,The Amber Hand,Vindicta,Seven,Paradox,Abrams,Wraith,McGinnis,Pocket,Haze,Yamato,Infernus,Bebop,Grey Talon
5700371,The Amber Hand,Infernus,Wraith,Lash,Seven,Warden,Yamato,Bebop,Grey Talon,Haze,Abrams,Lady Geist,Vindicta
5700373,The Sapphire Flame,Seven,Bebop,Lady Geist,Yamato,Abrams,Grey Talon,Wraith,Vindicta,Infernus,Pocket,Ivy,Haze
5700375,The Amber Hand,McGinnis,Haze,Shiv,Warden,Ivy,Bebop,Kelvin,Grey Talon,Seven,Vindicta,Lash,Lady Geist
5700376,The Sapphire Flame,Abrams,Seven,Infernus,Grey Talon,Haze,Viscous,Dynamo,Kelvin,Vindicta,McGinnis,Shiv,Paradox
5700378,The Amber Hand,Kelvin,Yamato,Seven,Haze,Infernus,Warden,Grey Talon,Wraith,Abrams,Vindicta,McGinnis,Mo & Krill
5700379,The Sapphire Flame,Mo & Krill,Wraith,Kelvin,Bebop,Infernus,Haze,Dynamo,Yamato,Paradox,Vindicta,Seven,Shiv
5700380,The Sapphire Flame,Yamato,Kelvin,Vindicta,Ivy,Grey Talon,Seven,Bebop,Haze,Dynamo,Infernus,Wraith,Viscous
5700381,The Sapphire Flame,Bebop,Seven,Kelvin,Wraith,Lash,Infernus,Abrams,Warden,Viscous,Haze,Grey Talon,Vindicta
5700382,The Sapphire Flame,Wraith,Vindicta,Shiv,Seven,Dynamo,McGinnis,Grey Talon,Paradox,Warden,Infernus,Lash,Haze
5700383,The Amber Hand,Haze,Lady Geist,Bebop,Grey Talon,Abrams,McGinnis,Yamato,Warden,Shiv,Lash,Pocket,Vindicta
5700384,The Sapphire Flame,Pocket,Abrams,Seven,Ivy,Infernus,Lady Geist,Grey Talon,Haze,Bebop,Vindicta,Dynamo,Paradox
5700393,The Amber Hand,Seven,Infernus,Bebop,Haze,Ivy,Pocket,Vindicta,Lady Geist,Shiv,Abrams,Wraith,Mo & Krill
5700394,The Sapphire Flame,Warden,Shiv,Abrams,Vindicta,Bebop,Lady Geist,Yamato,Grey Talon,Wraith,Haze,Kelvin,Seven
5700395,The Sapphire Flame,Haze,Abrams,Yamato,Grey Talon,Bebop,McGinnis,Infernus,Wraith,Vindicta,Dynamo,Seven,Ivy
5700397,The Amber Hand,McGinnis,Haze,Shiv,Mo & Krill,Dynamo,Yamato,Seven,Kelvin,Viscous,Infernus,Warden,Abrams
5700401,The Sapphire Flame,Dynamo,Bebop,Vindicta,Infernus,Warden,Grey Talon,Wraith,Seven,McGinnis,Haze,Paradox,Viscous
5700402,The Sapphire Flame,Vindicta,Mo & Krill,Haze,Infernus,Pocket,Paradox,McGinnis,Grey Talon,Wraith,Seven,Abrams,Ivy
5700403,The Sapphire Flame,Haze,Shiv,Vindicta,Seven,Warden,Ivy,McGinnis,Lash,Pocket,Infernus,Wraith,Yamato
5700404,The Amber Hand,Ivy,Warden,Haze,Vindicta,Seven,Wraith,Bebop,Abrams,Yamato,Grey Talon,Dynamo,McGinnis
5700408,The Sapphire Flame,Infernus,Grey Talon,Shiv,Viscous,Abrams,Yamato,Dynamo,Vindicta,Haze,Seven,McGinnis,Wraith
5700411,The Amber Hand,Bebop,Seven,Abrams,Lady Geist,McGinnis,Wraith,Infernus,Vindicta,Dynamo,Grey Talon,Shiv,Haze
5700412,The Sapphire Flame,Warden,Seven,Grey Talon,Viscous,Haze,Abrams,Shiv,Wraith,Infernus,Bebop,Vindicta,Yamato
5700413,The Amber Hand,Yamato,Seven,Pocket,Viscous,McGinnis,Grey Talon,Ivy,Dynamo,Wraith,Paradox,Haze,Vindicta
5700415,The Sapphire Flame,Ivy,McGinnis,Abrams,Bebop,Infernus,Grey Talon,Haze,Shiv,Seven,Wraith,Dynamo,Vindicta
5700416,The Amber Hand,Viscous,Vindicta,Shiv,McGinnis,Ivy,Paradox,Haze,Bebop,Dynamo,Wraith,Lash,Kelvin
5700417,The Sapphire Flame,Haze,Vindicta,Bebop,Lash,Paradox,Seven,Pocket,McGinnis,Infernus,Grey Talon,Kelvin,Yamato
5700421,The Sapphire Flame,Dynamo,Yamato,Vindicta,Warden,Haze,Shiv,Lady Geist,Infernus,Seven,McGinnis,Ivy,Bebop
5700426,The Sapphire Flame,Haze,Infernus,Kelvin,Abrams,Vindicta,Grey Talon,Wraith,Lady Geist,Seven,Viscous,Shiv,Paradox
5700431,The Sapphire Flame,McGinnis,Vindicta,Lash,Viscous,Haze,Paradox,Shiv,Wraith,Seven,Infernus,Bebop,Grey Talon
5700432,The Sapphire Flame,Infernus,Seven,Bebop,Lady Geist,Vindicta,Lash,Shiv,Paradox,Yamato,Wraith,Kelvin,McGinnis
5700433,The Sapphire Flame,Wraith,Grey Talon,McGinnis,Shiv,Vindicta,Bebop,Haze,Seven,Pocket,Abrams,Infernus,Dynamo
5700434,The Sapphire Flame,Grey Talon,Pocket,Bebop,Vindicta,Ivy,Haze,Viscous,Wraith,Paradox,Dynamo,Infernus,Seven
5700435,The Amber Hand,Grey Talon,Bebop,McGinnis,Viscous,Ivy,Infernus,Wraith,Seven,Shiv,Vindicta,Haze,Abrams
5700437,The Sapphire Flame,Dynamo,Viscous,Lash,Warden,Ivy,Bebop,Seven,Vindicta,Haze,Grey Talon,Lady Geist,Paradox
5700440,The Amber Hand,Ivy,Wraith,Abrams,Paradox,Haze,Bebop,Pocket,Grey Talon,Infernus,Seven,Vindicta,Kelvin
5700447,The Sapphire Flame,Haze,Abrams,Wraith,Infernus,Mo & Krill,Shiv,Dynamo,Pocket,Bebop,Viscous,Vindicta,Lady Geist
5700449,The Amber Hand,Yamato,Seven,Shiv,Kelvin,Wraith,Vindicta,Warden,Lady Geist,Bebop,Grey Talon,Abrams,Haze
5700450,The Sapphire Flame,Kelvin,Ivy,Abrams,Haze,Lady Geist,Dynamo,Wraith,Warden,Yamato,Seven,Bebop,McGinnis
5700451,The Amber Hand,Abrams,Kelvin,Paradox,Bebop,Yamato,Haze,Ivy,Warden,Viscous,Grey Talon,Seven,Infernus
5700453,The Amber Hand,Dynamo,Seven,Grey Talon,Kelvin,Wraith,Vindicta,Warden,Infernus,McGinnis,Haze,Lady Geist,Yamato
5700454,The Sapphire Flame,Bebop,Viscous,Yamato,Vindicta,Shiv,Warden,Seven,Haze,Pocket,Lash,Infernus,Wraith
5700457,The Amber Hand,Warden,McGinnis,Grey Talon,Bebop,Vindicta,Wraith,Infernus,Haze,Paradox,Lady Geist,Dynamo,Seven
5700458,The Amber Hand,Lash,Bebop,McGinnis,Infernus,Haze,Dynamo,Seven,Ivy,Wraith,Pocket,Yamato,Paradox
5700459,The Sapphire Flame,Seven,Pocket,Vindicta,Abrams,Dynamo,Bebop,Paradox,Lady Geist,Kelvin,Haze,Grey Talon,Wraith
5700460,The Sapphire Flame,Bebop,Infernus,Wraith,Shiv,Warden,McGinnis,Viscous,Grey Talon,Seven,Paradox,Yamato,Haze
5700461,The Sapphire Flame,Viscous,Grey Talon,Lash,Seven,Infernus,Wraith,McGinnis,Haze,Yamato,Vindicta,Dynamo,Pocket
5700465,The Amber Hand,Mo & Krill,Infernus,Vindicta,McGinnis,Lash,Haze,Paradox,Bebop,Warden,Wraith,Seven,Pocket
5700469,The Sapphire Flame,Warden,Bebop,Vindicta,Infernus,Mo & Krill,Yamato,Seven,Paradox,Grey Talon,McGinnis,Haze,Viscous
5700470,The Sapphire Flame,Grey Talon,Paradox,McGinnis,Haze,Viscous,Vindicta,Seven,Infernus,Bebop,Shiv,Warden,Wraith
5700471,The Sapphire Flame,McGinnis,Lash,Vindicta,Infernus,Seven,Bebop,Ivy,Viscous,Haze,Warden,Dynamo,Abrams
5700472,The Sapphire Flame,Seven,Ivy,Lady Geist,Grey Talon,Vindicta,Abrams,Kelvin,Infernus,Shiv,Haze,Mo & Krill,Paradox
5700473,The Amber Hand,Abrams,Seven,Dynamo,Bebop,Ivy,Lady Geist,Wraith,Kelvin,Haze,McGinnis,Infernus,Grey Talon
5700474,The Sapphire Flame,Yamato,Kelvin,Bebop,Vindicta,Warden,Haze,Infernus,Ivy,Lady Geist,Dynamo,Wraith,Viscous
5700475,The Sapphire Flame,Wraith,Abrams,Yamato,Haze,Seven,Grey Talon,Warden,Dynamo,Shiv,Infernus,Kelvin,Vindicta
5700476,The Amber Hand,Warden,Shiv,Haze,Wraith,Vindicta,Lady Geist,Ivy,McGinnis,Grey Talon,Seven,Infernus,Kelvin
5700477,The Sapphire Flame,Haze,Vindicta,Seven,Bebop,Wraith,Yamato,Dynamo,Viscous,Infernus,Pocket,Warden,Lash
5700478,The Sapphire Flame,Infernus,Wraith,Yamato,Viscous,Haze,Pocket,Warden,Seven,Abrams,Lady Geist,Shiv,Vindicta
5700484,The Sapphire Flame,Bebop,Shiv,Vindicta,Dynamo,Haze,Kelvin,Grey Talon,Infernus,Wraith,Seven,Lady Geist,Abrams
5700487,The Sapphire Flame,Viscous,Infernus,Wraith,Shiv,Haze,Yamato,Pocket,Ivy,Lady Geist,Bebop,Paradox,Seven
5700488,The Sapphire Flame,Seven,Yamato,Viscous,Haze,Warden,Infernus,Grey Talon,Lady Geist,Bebop,Mo & Krill,Shiv,Vindicta
5700489,The Sapphire Flame,Abrams,Wraith,Lady Geist,Ivy,Pocket,Seven,Warden,Kelvin,Vindicta,Lash,Haze,Paradox
5700492,The Sapphire Flame,Haze,Shiv,Vindicta,Ivy,Infernus,Abrams,Grey Talon,Seven,Kelvin,McGinnis,Viscous,Wraith
5700498,The Sapphire Flame,Haze,Infernus,Yamato,Seven,Wraith,Paradox,Dynamo,Abrams,Grey Talon,Ivy,McGinnis,Vindicta
5700502,The Sapphire Flame,Vindicta,Yamato,Seven,Viscous,Mo & Krill,Wraith,Infernus,Haze,Bebop,Lady Geist,Warden,Pocket
5700503,The Amber Hand,Grey Talon,Seven,Bebop,Yamato,Lash,Haze,Warden,Paradox,Infernus,Kelvin,Vindicta,Abrams
5700504,The Sapphire Flame,McGinnis,Wraith,Haze,Seven,Viscous,Pocket,Lash,Paradox,Vindicta,Dynamo,Shiv,Kelvin
5700505,The Amber Hand,McGinnis,Shiv,Viscous,Ivy,Dynamo,Bebop,Infernus,Seven,Vindicta,Haze,Wraith,Kelvin
5700506,The Amber Hand,Warden,Abrams,Pocket,Grey Talon,Haze,Viscous,Infernus,Ivy,Dynamo,Bebop,Seven,Vindicta
5700507,The Sapphire Flame,Lash,Shiv,Haze,Seven,Abrams,Wraith,Pocket,Vindicta,Lady Geist,Bebop,Infernus,Ivy
5700510,The Amber Hand,McGinnis,Dynamo,Infernus,Wraith,Haze,Bebop,Pocket,Vindicta,Grey Talon,Abrams,Kelvin,Seven
5700511,The Sapphire Flame,Paradox,Pocket,Grey Talon,Yamato,Wraith,Kelvin,Infernus,Lady Geist,Ivy,Seven,Vindicta,Haze
5700512,The Amber Hand,Dynamo,Grey Talon,Lady Geist,Pocket,Mo & Krill,Haze,Infernus,Seven,Wraith,McGinnis,Ivy,Vindicta
5700514,The Amber Hand,Viscous,Wraith,Seven,Pocket,Grey Talon,Lady Geist,Warden,Dynamo,Infernus,Haze,Vindicta,Ivy
5700517,The Sapphire Flame,Lash,Vindicta,Shiv,Grey Talon,Haze,Yamato,Viscous,Bebop,Pocket,Paradox,Seven,Wraith
5700518,The Sapphire Flame,Vindicta,Abrams,Warden,McGinnis,Wraith,Ivy,Yamato,Lady Geist,Grey Talon,Seven,Haze,Bebop
5700519,The Sapphire Flame,Infernus,Bebop,Haze,Paradox,Kelvin,Vindicta,Abrams,Dynamo,Pocket,Mo & Krill,Shiv,Viscous
5700520,The Amber Hand,Paradox,Lady Geist,McGinnis,Warden,Wraith,Haze,Grey Talon,Infernus,Yamato,Vindicta,Lash,Seven
5700521,The Sapphire Flame,Seven,Viscous,Mo & Krill,Abrams,Lady Geist,Paradox,Grey Talon,Lash,Wraith,Vindicta,Yamato,Haze
5700524,The Amber Hand,Seven,Wraith,Pocket,Vindicta,McGinnis,Lash,Haze,Infernus,Abrams,Paradox,Mo & Krill,Viscous
5700527,The Amber Hand,Viscous,Infernus,Mo & Krill,Vindicta,Kelvin,Haze,Dynamo,Seven,Yamato,Bebop,Shiv,Grey Talon
5700528,The Amber Hand,McGinnis,Vindicta,Infernus,Seven,Wraith,Bebop,Paradox,Kelvin,Yamato,Grey Talon,Mo & Krill,Haze
5700529,The Sapphire Flame,Abrams,Viscous,Dynamo,Vindicta,Haze,Seven,Lady Geist,Shiv,Wraith,Ivy,Infernus,Bebop
5700530,The Sapphire Flame,Shiv,Ivy,Lady Geist,Haze,Infernus,McGinnis,Seven,Bebop,Vindicta,Abrams,Dynamo,Wraith
5700531,The Sapphire Flame,Abrams,Paradox,Lash,Shiv,Dynamo,Wraith,Bebop,Lady Geist,Grey Talon,Vindicta,Haze,Seven
5700533,The Amber Hand,Lash,Abrams,Grey Talon,Seven,Haze,Wraith,Kelvin,Bebop,Vindicta,Viscous,Infernus,Mo & Krill
5700534,The Amber Hand,Shiv,Ivy,Pocket,Vindicta,Abrams,Haze,Infernus,McGinnis,Wraith,Seven,Grey Talon,Warden
5700535,The Sapphire Flame,Haze,Paradox,Seven,Vindicta,Bebop,Grey Talon,McGinnis,Wraith,Ivy,Lady Geist,Shiv,Dynamo
5700537,The Amber Hand,Viscous,Paradox,Abrams,Infernus,Pocket,Vindicta,Grey Talon,Haze,Warden,Mo & Krill,Bebop,Wraith
5700538,The Amber Hand,Wraith,Ivy,Mo & Krill,Paradox,Yamato,Infernus,Grey Talon,Vindicta,Haze,Warden,Viscous,Dynamo
5700543,The Amber Hand,Grey Talon,Wraith,Bebop,Ivy,Seven,Warden,Haze,Vindicta,McGinnis,Lady Geist,Infernus,Yamato
5700545,The Sapphire Flame,Dynamo,Wraith,Bebop,McGinnis,Yamato,Paradox,Haze,Abrams,Warden,Vindicta,Seven,Infernus
5700547,The Amber Hand,Haze,Pocket,Wraith,Viscous,Mo & Krill,Shiv,Lash,Infernus,Dynamo,Seven,Paradox,Abrams
5700548,The Amber Hand,Wraith,Lash,Yamato,Mo & Krill,Bebop,Vindicta,Lady Geist,Abrams,Infernus,Haze,Warden,Kelvin
5700549,The Sapphire Flame,Vindicta,Lash,Bebop,Haze,Yamato,Shiv,Warden,Abrams,Seven,Mo & Krill,Paradox,Infernus
5700551,The Amber Hand,Yamato,Warden,Haze,Grey Talon,Kelvin,Seven,Vindicta,Infernus,Mo & Krill,Paradox,Wraith,Bebop
5700553,The Sapphire Flame,Viscous,Vindicta,Paradox,Haze,Bebop,Yamato,Ivy,Abrams,Mo & Krill,Grey Talon,Infernus,Seven
5700555,The Sapphire Flame,Mo & Krill,Bebop,Yamato,Haze,Warden,Vindicta,Lash,Shiv,Infernus,Viscous,Wraith,Seven
5700556,The Amber Hand,Wraith,Grey Talon,Seven,Shiv,Infernus,Kelvin,Dynamo,Haze,Bebop,Vindicta,Abrams,Pocket
5700557,The Amber Hand,Wraith,Seven,Paradox,Bebop,Vindicta,Kelvin,Shiv,McGinnis,Pocket,Lady Geist,Abrams,Haze
5700558,The Sapphire Flame,Lady Geist,Dynamo,Pocket,Haze,Lash,Viscous,Abrams,Yamato,Vindicta,Seven,Infernus,Warden
5700559,The Sapphire Flame,Bebop,Warden,Haze,Pocket,Seven,Vindicta,Shiv,Viscous,Grey Talon,Wraith,Lady Geist,Abrams
5700560,The Amber Hand,Grey Talon,Vindicta,Shiv,Kelvin,McGinnis,Warden,Wraith,Mo & Krill,Pocket,Seven,Haze,Yamato
5700562,The Sapphire Flame,Lash,Infernus,Lady Geist,McGinnis,Kelvin,Pocket,Wraith,Seven,Grey Talon,Ivy,Mo & Krill,Abrams
5700563,The Amber Hand,Shiv,Seven,McGinnis,Pocket,Warden,Wraith,Yamato,Lady Geist,Kelvin,Paradox,Vindicta,Haze
5700566,The Amber Hand,Vindicta,Bebop,Grey Talon,Haze,Abrams,Infernus,Wraith,Dynamo,Warden,Yamato,Shiv,McGinnis
5700568,The Amber Hand,Paradox,Infernus,Ivy,Kelvin,Seven,Warden,Haze,Yamato,Lady Geist,Pocket,Vindicta,Shiv
5700571,The Sapphire Flame,Lash,Dynamo,Vindicta,Haze,Paradox,McGinnis,Wraith,Bebop,Lady Geist,Kelvin,Seven,Infernus
5700572,The Sapphire Flame,Lady Geist,Vindicta,Wraith,Grey Talon,Haze,Shiv,Bebop,Abrams,McGinnis,Seven,Warden,Mo & Krill
5700573,The Sapphire Flame,Pocket,Grey Talon,Wraith,Bebop,Paradox,Haze,Seven,Abrams,Yamato,Vindicta,Kelvin,Warden
5700578,The Amber Hand,Lady Geist,Kelvin,Infernus,Abrams,Shiv,Warden,Yamato,Wraith,Grey Talon,Haze,Seven,McGinnis
5700579,The Sapphire Flame,Paradox,Lady Geist,Lash,Vindicta,Kelvin,Haze,Bebop,Grey Talon,Seven,Warden,Wraith,Mo & Krill
5700580,The Sapphire Flame,Yamato,Paradox,Ivy,Seven,Abrams,Dynamo,Vindicta,Wraith,Mo & Krill,Bebop,Haze,Kelvin
5700583,The Amber Hand,Grey Talon,Haze,McGinnis,Infernus,Wraith,Yamato,Vindicta,Lady Geist,Bebop,Dynamo,Seven,Lash
5700584,The Amber Hand,Vindicta,Infernus,Seven,Dynamo,McGinnis,Bebop,Yamato,Paradox,Wraith,Grey Talon,Haze,Abrams
5700585,The Sapphire Flame,Wraith,Paradox,Grey Talon,Seven,Kelvin,Pocket,Haze,Vindicta,Infernus,Bebop,Lash,Viscous
5700587,The Sapphire Flame,Mo & Krill,Bebop,Haze,Pocket,Abrams,Wraith,Seven,Vindicta,Dynamo,Warden,McGinnis,Paradox
5700590,The Sapphire Flame,Warden,Viscous,McGinnis,Dynamo,Infernus,Lady Geist,Abrams,Vindicta,Ivy,Seven,Kelvin,Haze
5700591,The Amber Hand,Yamato,Haze,Kelvin,McGinnis,Grey Talon,Viscous,Vindicta,Infernus,Paradox,Wraith,Seven,Lady Geist
5700593,The Amber Hand,Lady Geist,Yamato,Grey Talon,Wraith,Warden,Pocket,Shiv,Haze,Bebop,Infernus,Seven,Vindicta
5700594,The Amber Hand,Abrams,Infernus,Lady Geist,Haze,Kelvin,Bebop,Yamato,McGinnis,Seven,Grey Talon,Dynamo,Vindicta
5700595,The Amber Hand,Shiv,Haze,Yamato,Infernus,Lash,Wraith,Abrams,Lady Geist,Pocket,Grey Talon,Paradox,Seven
5700599,The Sapphire Flame,Vindicta,Grey Talon,Pocket,Mo & Krill,Seven,Wraith,Haze,Paradox,Warden,Bebop,McGinnis,Infernus
5700604,The Amber Hand,Warden,Seven,Bebop,Shiv,Infernus,Vindicta,Dynamo,Haze,Wraith,Lash,Paradox,Viscous
5700605,The Amber Hand,Haze,Dynamo,Vindicta,Grey Talon,Seven,Infernus,Bebop,Wraith,Kelvin,McGinnis,Lash,Lady Geist
5700606,The Sapphire Flame,Infernus,Kelvin,Lash,Ivy,Vindicta,Haze,Bebop,McGinnis,Seven,Warden,Grey Talon,Wraith
5700607,The Amber Hand,Wraith,Lady Geist,Lash,Bebop,Infernus,Ivy,Pocket,Vindicta,McGinnis,Seven,Haze,Abrams
5700609,The Sapphire Flame,McGinnis,Yamato,Grey Talon,Haze,Infernus,Wraith,Bebop,Pocket,Shiv,Seven,Kelvin,Vindicta
5700614,The Amber Hand,Shiv,Infernus,Wraith,Seven,Haze,Bebop,Pocket,Mo & Krill,Grey Talon,Yamato,Vindicta,Paradox
5700615,The Amber Hand,Grey Talon,Seven,Infernus,Kelvin,Viscous,Warden,Wraith,Bebop,Mo & Krill,Haze,McGinnis,Vindicta
5700617,The Amber Hand,Vindicta,Abrams,Bebop,Yamato,Lady Geist,Seven,Infernus,Wraith,Haze,Pocket,Grey Talon,Paradox
5700619,The Sapphire Flame,Pocket,Viscous,Ivy,Vindicta,Yamato,Lash,Shiv,Infernus,Seven,McGinnis,Haze,Paradox
5700620,The Amber Hand,Seven,Yamato,Infernus,Pocket,Dynamo,Kelvin,Vindicta,Wraith,Paradox,Lash,Bebop,Lady Geist
5700621,The Sapphire Flame,Abrams,Warden,Paradox,Seven,Grey Talon,Bebop,Wraith,Haze,McGinnis,Lash,Dynamo,Vindicta
5700622,The Amber Hand,McGinnis,Paradox,Haze,Seven,Viscous,Abrams,Infernus,Lady Geist,Lash,Grey Talon,Wraith,Vindicta
5700624,The Amber Hand,Grey Talon,Vindicta,McGinnis,Lady Geist,Wraith,Seven,Warden,Haze,Pocket,Kelvin,Infernus,Ivy
5700628,The Sapphire Flame,Shiv,Grey Talon,Viscous,Ivy,Warden,Seven,Bebop,Haze,Infernus,Wraith,Lady Geist,Paradox
5700629,The Amber Hand,Warden,Seven,Viscous,Yamato,Abrams,Wraith,Haze,Vindicta,Shiv,Mo & Krill,Paradox,Infernus
5700630,The Sapphire Flame,Infernus,Kelvin,Wraith,Mo & Krill,Paradox,Seven,Lady Geist,Bebop,McGinnis,Yamato,Haze,Warden
5700631,The Amber Hand,Grey Talon,Infernus,Warden,Seven,Dynamo,Yamato,Vindicta,McGinnis,Pocket,Bebop,Haze,Paradox
5700633,The Sapphire Flame,Dynamo,Seven,Wraith,Pocket,Grey Talon,Yamato,Haze,Infernus,Vindicta,Lash,Mo & Krill,Kelvin
5700638,The Sapphire Flame,Grey Talon,Wraith,Kelvin,Viscous,Lash,Bebop,Seven,Warden,Vindicta,Abrams,Haze,Infernus
5700640,The Sapphire Flame,Yamato,Wraith,McGinnis,Lady Geist,Seven,Vindicta,Pocket,Warden,Ivy,Grey Talon,Haze,Infernus
5700642,The Amber Hand,Ivy,Abrams,Dynamo,Mo & Krill,Paradox,Pocket,Shiv,Seven,Wraith,McGinnis,Bebop,Viscous
5700643,The Sapphire Flame,Bebop,Seven,Haze,Vindicta,Abrams,Kelvin,McGinnis,Lady Geist,Viscous,Grey Talon,Paradox,Lash
5700644,The Sapphire Flame,Vindicta,Viscous,Infernus,Haze,Mo & Krill,Shiv,Lady Geist,Grey Talon,Bebop,Ivy,Dynamo,McGinnis
5700646,The Sapphire Flame,Haze,Lady Geist,Paradox,Bebop,Ivy,Grey Talon,Seven,Yamato,Vindicta,Wraith,Infernus,Shiv
5700650,The Sapphire Flame,Lady Geist,Grey Talon,Haze,Bebop,Pocket,Infernus,Ivy,Wraith,Seven,Vindicta,Dynamo,Kelvin
5700652,The Sapphire Flame,Seven,Pocket,Bebop,Ivy,Infernus,Haze,Viscous,Wraith,McGinnis,Grey Talon,Vindicta,Paradox
5700656,The Sapphire Flame,Wraith,Infernus,Bebop,Lady Geist,Grey Talon,Dynamo,Ivy,Haze,Vindicta,Pocket,Paradox,Seven
5700657,The Sapphire Flame,Viscous,Lady Geist,Yamato,Shiv,Lash,Pocket,Dynamo,Wraith,McGinnis,Vindicta,Grey Talon,Paradox
5700662,The Sapphire Flame,Vindicta,Lady Geist,Wraith,Dynamo,Bebop,Seven,Viscous,Kelvin,Yamato,McGinnis,Abrams,Infernus
5700665,The Amber Hand,Kelvin,Wraith,Mo & Krill,Seven,Viscous,Haze,Dynamo,Abrams,Infernus,Grey Talon,Vindicta,Lady Geist
5700666,The Amber Hand,Shiv,Seven,McGinnis,Vindicta,Bebop,Dynamo,Kelvin,Infernus,Grey Talon,Wraith,Haze,Abrams
5700669,The Amber Hand,Grey Talon,Seven,Haze,Infernus,Vindicta,Lady Geist,Lash,Pocket,McGinnis,Ivy,Wraith,Paradox
5700670,The Sapphire Flame,Wraith,Infernus,Vindicta,Pocket,Haze,Ivy,Bebop,Grey Talon,McGinnis,Seven,Lady Geist,Mo & Krill
5700672,The Sapphire Flame,Dynamo,Bebop,Vindicta,Haze,Seven,Mo & Krill,Infernus,Kelvin,Grey Talon,McGinnis,Ivy,Wraith
5700673,The Sapphire Flame,Abrams,Kelvin,Wraith,Grey Talon,McGinnis,Bebop,Vindicta,Infernus,Seven,Viscous,Haze,Paradox
5700674,The Amber Hand,Viscous,Ivy,Vindicta,Haze,Warden,Seven,Grey Talon,Bebop,Lady Geist,Shiv,Wraith,Mo & Krill
5700676,The Sapphire Flame,Abrams,Paradox,Vindicta,Wraith,Ivy,Viscous,Warden,McGinnis,Pocket,Infernus,Seven,Grey Talon
5700678,The Sapphire Flame,Bebop,Mo & Krill,Vindicta,Dynamo,Haze,Grey Talon,Abrams,Lady Geist,Wraith,Paradox,Seven,McGinnis
5700679,The Amber Hand,Lash,Infernus,Kelvin,Vindicta,Pocket,Abrams,Bebop,Seven,Grey Talon,Haze,Paradox,McGinnis
5700685,The Sapphire Flame,Shiv,Warden,Mo & Krill,Wraith,Vindicta,Seven,Grey Talon,McGinnis,Infernus,Ivy,Paradox,Kelvin
5700696,The Sapphire Flame,Paradox,McGinnis,Dynamo,Mo & Krill,Vindicta,Bebop,Shiv,Seven,Haze,Grey Talon,Infernus,Yamato
5700697,The Sapphire Flame,Haze,Infernus,Vindicta,Seven,Bebop,Lady Geist,Pocket,Lash,Kelvin,Yamato,Wraith,Grey Talon
5700698,The Sapphire Flame,Grey Talon,Warden,Haze,Mo & Krill,Wraith,Seven,Paradox,Bebop,Ivy,Viscous,Lady Geist,Infernus
5700699,The Sapphire Flame,Dynamo,Lash,Seven,Bebop,Shiv,Grey Talon,Wraith,Warden,Abrams,Vindicta,Lady Geist,McGinnis
5700705,The Sapphire Flame,Infernus,Seven,Shiv,Bebop,Paradox,Abrams,Lash,McGinnis,Wraith,Pocket,Vindicta,Warden
5700706,The Amber Hand,Grey Talon,Abrams,Infernus,Pocket,Yamato,Wraith,Seven,Lady Geist,Vindicta,Haze,Ivy,Paradox
5700708,The Sapphire Flame,Yamato,Wraith,Kelvin,McGinnis,Haze,Shiv,Warden,Grey Talon,Abrams,Vindicta,Seven,Pocket
5700711,The Amber Hand,Seven,Wraith,Haze,Infernus,Grey Talon,Abrams,Kelvin,Lady Geist,Yamato,Bebop,Warden,Vindicta
