matchid,winner,hero_1_A,hero_2_A,hero_3_A,hero_4_A,hero_5_A,hero_6_A,hero_1_B,hero_2_B,hero_3_B,hero_4_B,hero_5_B,hero_6_B
5710463,The Sapphire Flame,Mo & Krill,Lash,McGinnis,Infernus,Vindicta,Abrams,Grey Talon,Seven,Wraith,Kelvin,Haze,Bebop
5710464,The Amber Hand,Seven,Yamato,Paradox,Vindicta,Bebop,Infernus,Pocket,McGinnis,Grey Talon,Abrams,Haze,Lash
5710469,The Amber Hand,McGinnis,Grey Talon,Seven,Mo & Krill,Infernus,Warden,Abrams,Yamato,Wraith,Shiv,Haze,Vindicta
5710470,The Sapphire Flame,Wraith,Lash,Vindicta,Paradox,Bebop,Haze,McGinnis,Pocket,Infernus,Grey Talon,Lady Geist,Seven
5710471,The Amber Hand,Dynamo,Seven,Haze,Infernus,Grey Talon,Wraith,Paradox,Bebop,Kelvin,McGinnis,Yamato,Warden
5710472,The Amber Hand,Ivy,Warden,McGinnis,Abrams,Bebop,Seven,Infernus,Wraith,Lash,Yamato,Haze,Grey Talon
5710474,The Amber Hand,Vindicta,McGinnis,Dynamo,Seven,Lady Geist,Yamato,Warden,Abrams,Infernus,Wraith,Shiv,Haze
5710475,The Sapphire Flame,Infernus,Paradox,Vindicta,Lady Geist,Lash,Yamato,Wraith,Haze,Abrams,Bebop,Shiv,Viscous
5710479,The Sapphire Flame,Kelvin,Dynamo,Shiv,Pocket,Seven,Infernus,Haze,Yamato,Wraith,Lash,Vindicta,Grey Talon
5710480,The Sapphire Flame,Mo & Krill,Lash,Warden,Pocket,Abrams,Bebop,Wraith,Lady Geist,Dynamo,Seven,Haze,Grey Talon
5710483,The Sapphire Flame,Bebop,Grey Talon,Kelvin,Yamato,Abrams,McGinnis,Wraith,Lady Geist,Warden,Paradox,Infernus,Pocket
5710484,The Sapphire Flame,Wraith,Lash,Mo & Krill,Abrams,Yamato,Haze,Pocket,Seven,Viscous,Infernus,Kelvin,Vindicta
5710485,The Amber Hand,Lady Geist,Abrams,Ivy,Warden,Vindicta,Wraith,Infernus,Haze,Seven,Shiv,Bebop,Grey Talon
5710486,The Sapphire Flame,Bebop,Yamato,Vindicta,Abrams,Lash,Wraith,Infernus,Paradox,Seven,Haze,Viscous,Pocket
5710490,The Amber Hand,Seven,Warden,Yamato,Vindicta,Infernus,Bebop,Kelvin,Dynamo,Haze,Lady Geist,Wraith,Mo & Krill
5710491,The Amber Hand,Seven,Wraith,Vindicta,Infernus,Paradox,Warden,Abrams,Shiv,Haze,Viscous,McGinnis,Grey Talon
5710492,The Sapphire Flame,McGinnis,Wraith,Bebop,Seven,Kelvin,Vindicta,Paradox,Haze,Warden,Infernus,Abrams,Yamato
5710493,The Amber Hand,Lash,Wraith,Shiv,Bebop,Lady Geist,Dynamo,Haze,McGinnis,Vindicta,Seven,Warden,Infernus
5710494,The Amber Hand,Warden,Infernus,Wraith,Lash,Dynamo,Vindicta,Haze,McGinnis,Bebop,Seven,Pocket,Lady Geist
5710495,The Amber Hand,McGinnis,Viscous,Kelvin,Haze,Pocket,Infernus,Warden,Wraith,Bebop,Shiv,Grey Talon,Lady Geist
5710496,The Sapphire Flame,Infernus,Paradox,Dynamo,Haze,Mo & Krill,Pocket,Ivy,Lady Geist,McGinnis,Kelvin,Lash,Bebop
5710498,The Amber Hand,Yamato,Grey Talon,Vindicta,Warden,Bebop,Lady Geist,Infernus,Haze,Shiv,Seven,McGinnis,Kelvin
5710499,The Amber Hand,Dynamo,Wraith,Yamato,Shiv,Haze,Grey Talon,Infernus,Vindicta,Ivy,Bebop,Kelvin,Mo & Krill
5710503,The Amber Hand,Lady Geist,Warden,Seven,Viscous,Infernus,Bebop,Abrams,Vindicta,Paradox,Lash,Haze,McGinnis
5710504,The Sapphire Flame,Kelvin,Seven,Shiv,McGinnis,Paradox,Viscous,Bebop,Dynamo,Abrams,Warden,Haze,Vindicta
5710505,The Amber Hand,Lash,Seven,Abrams,Warden,Shiv,Infernus,Vindicta,Ivy,Bebop,Dynamo,Haze,Grey Talon
5710506,The Sapphire Flame,Grey Talon,Bebop,Abrams,Seven,Vindicta,Haze,Paradox,Infernus,Yamato,Lash,Viscous,McGinnis
5710507,The Amber Hand,Shiv,Seven,Grey Talon,Yamato,Wraith,Kelvin,Viscous,Lash,Paradox,Warden,Bebop,Haze
5710508,The Amber Hand,Abrams,Yamato,Haze,Vindicta,Bebop,Pocket,Grey Talon,Infernus,Ivy,Lash,Dynamo,Viscous
5710512,The Amber Hand,Haze,Shiv,Vindicta,Yamato,Seven,Pocket,Infernus,Viscous,Grey Talon,Lady Geist,Wraith,Bebop
5710513,The Amber Hand,Shiv,Infernus,Grey Talon,Seven,Bebop,Ivy,Wraith,Dynamo,Haze,McGinnis,Vindicta,Pocket
5710515,The Amber Hand,Haze,Ivy,Yamato,Grey Talon,Abrams,Viscous,Vindicta,Wraith,Paradox,Shiv,McGinnis,Seven
5710516,The Sapphire Flame,Haze,Shiv,Paradox,Wraith,Vindicta,Grey Talon,Yamato,McGinnis,Viscous,Dynamo,Seven,Infernus
5710517,The Sapphire Flame,Pocket,Haze,Ivy,Viscous,Dynamo,Seven,Bebop,Mo & Krill,Lady Geist,Vindicta,Wraith,Infernus
5710519,The Sapphire Flame,Kelvin,Wraith,Abrams,Grey Talon,Vindicta,Bebop,Paradox,Infernus,Haze,Seven,Lady Geist,McGinnis
5710520,The Amber Hand,Paradox,Seven,Ivy,Warden,Shiv,Infernus,Haze,Vindicta,Kelvin,Bebop,McGinnis,Lady Geist
5710523,The Amber Hand,McGinnis,Seven,Paradox,Bebop,Warden,Grey Talon,Yamato,Haze,Mo & Krill,Infernus,Pocket,Vindicta
5710524,The Sapphire Flame,Haze,Warden,Lash,Wraith,Mo & Krill,Grey Talon,Abrams,Viscous,Vindicta,Seven,Infernus,Kelvin
5710525,The Sapphire Flame,Lash,Kelvin,Bebop,Infernus,Pocket,Wraith,Vindicta,Seven,Dynamo,Paradox,Grey Talon,Lady Geist
5710526,The Amber Hand,Seven,Pocket,Grey Talon,Dynamo,McGinnis,Paradox,Warden,Mo & Krill,Lady Geist,Haze,Yamato,Ivy
5710528,The Sapphire Flame,Viscous,Vindicta,Paradox,Wraith,Haze,Bebop,Abrams,Seven,Yamato,Infernus,Grey Talon,Mo & Krill
5710529,The Amber Hand,Wraith,Seven,Haze,Abrams,Lady Geist,Vindicta,Shiv,Paradox,Mo & Krill,Dynamo,Infernus,Bebop
5710530,The Sapphire Flame,Lady Geist,Mo & Krill,Lash,Haze,Infernus,Seven,Warden,Vindicta,Bebop,Wraith,Paradox,McGinnis
5710535,The Sapphire Flame,Dynamo,Bebop,McGinnis,Pocket,Seven,Lash,Vindicta,Ivy,Wraith,Warden,Grey Talon,Haze
5710536,The Sapphire Flame,Vindicta,Wraith,Warden,Haze,Pocket,Seven,Abrams,Lady Geist,Infernus,Grey Talon,Shiv,Bebop
5710537,The Sapphire Flame,Ivy,Vindicta,Pocket,Seven,Shiv,Wraith,Bebop,Haze,Kelvin,Infernus,Lash,McGinnis
5710539,The Amber Hand,Yamato,Seven,Lash,Paradox,Abrams,Haze,Vindicta,Warden,McGinnis,Wraith,Lady Geist,Bebop
5710541,The Amber Hand,Seven,Grey Talon,Wraith,Warden,Lady Geist,Shiv,Bebop,Paradox,Haze,Vindicta,Infernus,Pocket
5710542,The Sapphire Flame,Wraith,Lash,Viscous,Bebop,Shiv,Warden,Yamato,Infernus,Grey Talon,Abrams,Pocket,Seven
5710543,The Sapphire Flame,Ivy,Haze,Lady Geist,Bebop,Shiv,McGinnis,Seven,Wraith,Vindicta,Kelvin,Abrams,Grey Talon
5710545,The Amber Hand,Dynamo,Shiv,Seven,Infernus,McGinnis,Paradox,Vindicta,Pocket,Grey Talon,Haze,Lash,Wraith
5710546,The Amber Hand,Vindicta,Abrams,Seven,Wraith,Haze,Yamato,Dynamo,Viscous,Bebop,Shiv,Infernus,Pocket
5710547,The Sapphire Flame,Lady Geist,Ivy,Mo & Krill,Vindicta,Seven,Yamato,Grey Talon,Bebop,Viscous,Paradox,Haze,Wraith
5710550,The Amber Hand,Bebop,Vindicta,Wraith,Dynamo,Lady Geist,Seven,Shiv,Warden,Infernus,Haze,Grey Talon,Pocket
5710551,The Amber Hand,Vindicta,Abrams,Yamato,Viscous,Lady Geist,Wraith,Warden,McGinnis,Dynamo,Bebop,Haze,Infernus
5710555,The Sapphire Flame,Wraith,Bebop,Infernus,McGinnis,Vindicta,Haze,Shiv,Ivy,Seven,Grey Talon,Pocket,Lash
5710556,The Sapphire Flame,Lady Geist,Mo & Krill,Haze,Seven,Warden,Infernus,Vindicta,Abrams,Kelvin,Dynamo,Pocket,Lash
5710557,The Sapphire Flame,Lady Geist,Shiv,Grey Talon,Infernus,Wraith,Haze,McGinnis,Yamato,Vindicta,Bebop,Seven,Viscous
5710561,The Amber Hand,Seven,McGinnis,Infernus,Bebop,Shiv,Abrams,Lady Geist,Pocket,Grey Talon,Vindicta,Wraith,Warden
5710562,The Amber Hand,Wraith,Infernus,Paradox,Bebop,Warden,Haze,McGinnis,Viscous,Pocket,Seven,Yamato,Lady Geist
5710564,The Sapphire Flame,Vindicta,Infernus,Viscous,Paradox,Grey Talon,Seven,Wraith,Lash,Abrams,Shiv,Kelvin,Haze
5710565,The Amber Hand,Haze,Paradox,Pocket,Viscous,Bebop,Grey Talon,Infernus,Yamato,Wraith,Vindicta,Seven,Lash
5710566,The Amber Hand,Ivy,Vindicta,Pocket,Yamato,Paradox,Warden,Wraith,Kelvin,McGinnis,Haze,Seven,Grey Talon
5710567,The Amber Hand,Grey Talon,Abrams,Seven,McGinnis,Haze,Bebop,Warden,Paradox,Shiv,Wraith,Infernus,Kelvin
5710569,The Sapphire Flame,Paradox,Wraith,Shiv,Vindicta,Abrams,Dynamo,Haze,Seven,Ivy,Grey Talon,Lady Geist,McGinnis
5710571,The Sapphire Flame,Grey Talon,Ivy,Abrams,Bebop,Vindicta,Haze,McGinnis,Infernus,Warden,Wraith,Seven,Pocket
5710572,The Amber Hand,Lash,Yamato,Mo & Krill,Warden,Viscous,Bebop,Seven,Haze,Vindicta,Dynamo,Infernus,Grey Talon
5710573,The Sapphire Flame,Pocket,Shiv,Dynamo,Ivy,Kelvin,Paradox,McGinnis,Lash,Lady Geist,Haze,Infernus,Grey Talon
5710574,The Sapphire Flame,Grey Talon,Mo & Krill,Haze,Wraith,McGinnis,Bebop,Ivy,Warden,Vindicta,Lash,Paradox,Seven
5710575,The Sapphire Flame,Seven,Infernus,Dynamo,Bebop,Kelvin,Viscous,Grey Talon,Haze,Abrams,Vindicta,Paradox,McGinnis
5710576,The Amber Hand,Lash,Infernus,Wraith,Grey Talon,Vindicta,Ivy,Pocket,Warden,Kelvin,Seven,Viscous,Haze
5710577,The Amber Hand,Mo & Krill,Seven,Infernus,Paradox,Lady Geist,Grey Talon,Haze,Bebop,Abrams,Warden,Dynamo,Wraith
5710584,The Sapphire Flame,Paradox,Vindicta,Haze,Lady Geist,Infernus,Wraith,Abrams,Bebop,Yamato,Seven,McGinnis,Grey Talon
5710587,The Sapphire Flame,McGinnis,Paradox,Infernus,Viscous,Abrams,Wraith,Grey Talon,Seven,Warden,Bebop,Lady Geist,Haze
5710588,The Amber Hand,Haze,Abrams,Infernus,McGinnis,Vindicta,Lady Geist,Shiv,Wraith,Warden,Dynamo,Seven,Paradox
5710589,The Amber Hand,Bebop,Ivy,McGinnis,Seven,Warden,Haze,Lash,Kelvin,Grey Talon,Paradox,Infernus,Shiv
5710590,The Amber Hand,Seven,Wraith,Vindicta,Lady Geist,Pocket,Haze,Paradox,Mo & Krill,Bebop,Yamato,McGinnis,Shiv
5710591,The Sapphire Flame,Grey Talon,Infernus,Viscous,Seven,Wraith,Dynamo,Lash,Mo & Krill,Kelvin,Lady Geist,Abrams,Bebop
5710594,The Sapphire Flame,Lash,Viscous,Ivy,Shiv,Bebop,Seven,Kelvin,McGinnis,Yamato,Dynamo,Wraith,Haze
5710595,The Sapphire Flame,Infernus,Wraith,Seven,Haze,Shiv,Viscous,Pocket,Lady Geist,Vindicta,Lash,Bebop,Warden
5710600,The Amber Hand,Grey Talon,Seven,Lash,Ivy,Shiv,Infernus,Haze,Dynamo,Paradox,Lady Geist,Wraith,Bebop
5710602,The Sapphire Flame,Pocket,Lady Geist,Lash,Grey Talon,Seven,Haze,Abrams,Vindicta,Wraith,Bebop,Viscous,Shiv
5710603,The Amber Hand,Ivy,Wraith,Abrams,Haze,Grey Talon,Seven,Infernus,Paradox,Dynamo,Warden,Vindicta,Yamato
5710605,The Amber Hand,Haze,Warden,McGinnis,Vindicta,Pocket,Grey Talon,Shiv,Wraith,Lash,Abrams,Yamato,Ivy
5710606,The Amber Hand,Wraith,Yamato,Infernus,Paradox,Lash,Seven,Ivy,Haze,Mo & Krill,Abrams,Pocket,Viscous
5710607,The Sapphire Flame,Wraith,McGinnis,Shiv,Infernus,Kelvin,Pocket,Grey Talon,Seven,Warden,Paradox,Haze,Vindicta
5710608,The Sapphire Flame,Lash,Grey Talon,Paradox,Seven,Abrams,Warden,Wraith,Vindicta,Haze,Infernus,Viscous,McGinnis
5710609,The Sapphire Flame,Kelvin,Lady Geist,Viscous,Wraith,Infernus,Warden,Dynamo,Bebop,Lash,Seven,Haze,Yamato
5710612,The Sapphire Flame,Warden,Viscous,Shiv,Grey Talon,Haze,Ivy,Infernus,Seven,Vindicta,Wraith,McGinnis,Paradox
5710616,The Sapphire Flame,Wraith,Pocket,Haze,Seven,Infernus,Bebop,Paradox,Abrams,Mo & Krill,Warden,McGinnis,Grey Talon
5710617,The Sapphire Flame,Mo & Krill,Wraith,Abrams,Pocket,Haze,Lash,Grey Talon,Paradox,Lady Geist,Seven,Vindicta,Kelvin
5710618,The Sapphire Flame,Grey Talon,Paradox,Kelvin,Abrams,Bebop,Infernus,Seven,Haze,Lady Geist,Wraith,McGinnis,Yamato
5710619,The Amber Hand,Vindicta,Seven,Yamato,Wraith,Shiv,Abrams,Lady Geist,Grey Talon,Bebop,McGinnis,Haze,Infernus
5710620,The Amber Hand,Warden,Wraith,Abrams,Dynamo,Bebop,Kelvin,Vindicta,Seven,Grey Talon,Infernus,Viscous,Haze
5710629,The Sapphire Flame,Bebop,Infernus,Ivy,Seven,Dynamo,Vindicta,Kelvin,McGinnis,Abrams,Grey Talon,Wraith,Lash
5710630,The Amber Hand,Kelvin,Seven,Haze,Shiv,Ivy,Wraith,Grey Talon,Pocket,Dynamo,Viscous,Lady Geist,McGinnis
5710632,The Sapphire Flame,Warden,Haze,Yamato,Infernus,McGinnis,Bebop,Mo & Krill,Wraith,Lash,Paradox,Abrams,Shiv
5710633,The Amber Hand,Dynamo,Haze,Lady Geist,Yamato,Pocket,Wraith,McGinnis,Seven,Paradox,Grey Talon,Vindicta,Shiv
5710634,The Amber Hand,Haze,Viscous,Mo & Krill,Ivy,Lash,Dynamo,Shiv,Vindicta,Paradox,Wraith,Seven,Grey Talon
5710635,The Amber Hand,Dynamo,Vindicta,Warden,Yamato,Infernus,Pocket,Mo & Krill,Seven,Grey Talon,Wraith,Haze,Lady Geist
5710636,The Sapphire Flame,Pocket,Vindicta,McGinnis,Lash,Infernus,Bebop,Haze,Abrams,Wraith,Dynamo,Seven,Viscous
5710638,The Sapphire Flame,Vindicta,Paradox,Abrams,Haze,Wraith,Bebop,Lady Geist,Viscous,Warden,McGinnis,Seven,Grey Talon
5710639,The Sapphire Flame,Haze,Dynamo,Warden,Grey Talon,Vindicta,Lady Geist,Wraith,Infernus,Pocket,Lash,Seven,Bebop
5710640,The Amber Hand,Infernus,Grey Talon,Dynamo,Viscous,Seven,McGinnis,Vindicta,Wraith,Haze,Abrams,Mo & Krill,Shiv
5710641,The Amber Hand,Pocket,Dynamo,McGinnis,Haze,Abrams,Infernus,Vindicta,Bebop,Paradox,Wraith,Seven,Mo & Krill
5710643,The Sapphire Flame,Shiv,Seven,Wraith,Bebop,Vindicta,Grey Talon,Lash,Warden,Paradox,Ivy,Yamato,Infernus
5710644,The Sapphire Flame,Haze,Yamato,Infernus,Viscous,Vindicta,Seven,Wraith,Abrams,Bebop,McGinnis,Lash,Lady Geist
5710654,The Sapphire Flame,Bebop,Mo & Krill,Grey Talon,Pocket,Seven,Vindicta,Infernus,Paradox,Wraith,Haze,Abrams,Lash
5710655,The Amber Hand,Haze,Bebop,McGinnis,Kelvin,Infernus,Wraith,Grey Talon,Pocket,Lady Geist,Seven,Paradox,Vindicta
5710656,The Amber Hand,Haze,Viscous,Seven,Ivy,Lady Geist,Vindicta,Infernus,Wraith,McGinnis,Grey Talon,Yamato,Lash
5710657,The Sapphire Flame,Vindicta,Haze,Grey Talon,Seven,Mo & Krill,Infernus,Dynamo,Shiv,Lash,Wraith,McGinnis,Ivy
5710658,The Sapphire Flame,Warden,Bebop,Shiv,Wraith,Yamato,Haze,Paradox,Seven,Infernus,Grey Talon,McGinnis,Mo & Krill
5710659,The Sapphire Flame,Pocket,Kelvin,Yamato,Ivy,McGinnis,Seven,Bebop,Viscous,Mo & Krill,Vindicta,Wraith,Haze
5710660,The Sapphire Flame,Haze,Seven,Bebop,Dynamo,Mo & Krill,Paradox,Viscous,Pocket,Shiv,Kelvin,Wraith,McGinnis
5710661,The Sapphire Flame,Paradox,Warden,Seven,Lash,Mo & Krill,Vindicta,Haze,Kelvin,Dynamo,Yamato,Shiv,Ivy
5710663,The Amber Hand,Haze,Seven,Grey Talon,Shiv,Vindicta,Mo & Krill,Kelvin,Bebop,McGinnis,Wraith,Lady Geist,Infernus
5710664,The Sapphire Flame,Vindicta,Dynamo,Paradox,Yamato,Pocket,Warden,Wraith,Grey Talon,Haze,Infernus,Seven,Bebop
5710670,The Amber Hand,Infernus,Mo & Krill,Ivy,Lady Geist,Yamato,Pocket,Dynamo,Haze,McGinnis,Seven,Warden,Vindicta
5710671,The Sapphire Flame,Infernus,McGinnis,Bebop,Seven,Kelvin,Pocket,Viscous,Grey Talon,Shiv,Wraith,Lash,Abrams
5710672,The Sapphire Flame,Vindicta,Seven,Lady Geist,Dynamo,Bebop,Ivy,Paradox,Infernus,Warden,Haze,Kelvin,Wraith
5710673,The Sapphire Flame,McGinnis,Vindicta,Infernus,Seven,Pocket,Ivy,Mo & Krill,Dynamo,Lady Geist,Paradox,Abrams,Haze
5710681,The Amber Hand,Vindicta,Haze,Seven,Dynamo,Pocket,Abrams,Yamato,Bebop,Mo & Krill,Grey Talon,Paradox,Infernus
5710682,The Sapphire Flame,Abrams,Vindicta,Bebop,Kelvin,Lash,McGinnis,Warden,Grey Talon,Haze,Wraith,Seven,Mo & Krill
5710684,The Amber Hand,Shiv,Dynamo,Ivy,Grey Talon,Haze,Lady Geist,Vindicta,Infernus,Paradox,Abrams,Warden,Seven
5710687,The Sapphire Flame,Dynamo,Kelvin,Bebop,Paradox,Seven,McGinnis,Infernus,Grey Talon,Haze,Wraith,Lady Geist,Vindicta
5710692,The Sapphire Flame,Wraith,Mo & Krill,Haze,Infernus,Lash,Kelvin,Shiv,McGinnis,Paradox,Pocket,Seven,Vindicta
5710699,The Amber Hand,Infernus,Abrams,Paradox,Haze,Shiv,Warden,Seven,Grey Talon,Vindicta,Wraith,Bebop,Kelvin
5710700,The Amber Hand,Pocket,Infernus,Lash,Grey Talon,Yamato,Wraith,Lady Geist,Seven,Warden,Abrams,Haze,Vindicta
5710703,The Sapphire Flame,Abrams,Haze,Grey Talon,Lady Geist,Ivy,Lash,Wraith,Infernus,Vindicta,Warden,Bebop,Seven
5710704,The Sapphire Flame,Seven,Vindicta,Warden,Grey Talon,Yamato,Mo & Krill,Lady Geist,Haze,McGinnis,Viscous,Infernus,Ivy
5710705,The Sapphire Flame,Lady Geist,Paradox,Viscous,Grey Talon,Abrams,Warden,Vindicta,Seven,Kelvin,Lash,Infernus,McGinnis
5710707,The Sapphire Flame,Infernus,Vindicta,Seven,Haze,Bebop,Grey Talon,Lady Geist,Warden,McGinnis,Pocket,Paradox,Wraith
5710708,The Sapphire Flame,Shiv,Infernus,Haze,Ivy,Seven,Dynamo,Abrams,Yamato,Grey Talon,Lady Geist,McGinnis,Vindicta
5710710,The Sapphire Flame,Seven,Grey Talon,Haze,Infernus,Lady Geist,Wraith,Pocket,Abrams,Bebop,Dynamo,Vindicta,Yamato
5710712,The Amber Hand,McGinnis,Haze,Wraith,Yamato,Infernus,Seven,Mo & Krill,Bebop,Lash,Vindicta,Grey Talon,Viscous
5710713,The Sapphire Flame,Mo & Krill,Dynamo,Warden,Pocket,Vindicta,Seven,Infernus,Haze,Bebop,Wraith,Lady Geist,Grey Talon
5710716,The Amber Hand,Grey Talon,Pocket,Abrams,Paradox,Vindicta,Wraith,Dynamo,Seven,McGinnis,Haze,Bebop,Mo & Krill
5710717,The Sapphire Flame,Wraith,Warden,Yamato,Shiv,Seven,Bebop,Abrams,Dynamo,Lady Geist,Grey Talon,Lash,Haze
5710718,The Sapphire Flame,Yamato,Dynamo,Wraith,Grey Talon,Pocket,Vindicta,Seven,Lash,Shiv,Haze,Infernus,Warden
5710719,The Amber Hand,Haze,Seven,Kelvin,Wraith,Mo & Krill,Lash,Infernus,Shiv,Yamato,Vindicta,Bebop,McGinnis
5710720,The Amber Hand,Seven,Abrams,Infernus,Lash,Lady Geist,Shiv,Grey Talon,Vindicta,McGinnis,Yamato,Wraith,Haze
5710721,The Sapphire Flame,Shiv,Grey Talon,Abrams,Wraith,Seven,Haze,Yamato,Vindicta,Lady Geist,McGinnis,Warden,Viscous
5710722,The Sapphire Flame,Warden,Infernus,Seven,Kelvin,McGinnis,Wraith,Yamato,Vindicta,Haze,Grey Talon,Bebop,Viscous
5710725,The Amber Hand,Paradox,Lady Geist,Kelvin,Seven,McGinnis,Grey Talon,Dynamo,Viscous,Wraith,Shiv,Warden,Vindicta
5710726,The Sapphire Flame,Grey Talon,Viscous,Vindicta,Lash,Shiv,Paradox,Wraith,Kelvin,Lady Geist,Yamato,Warden,Haze
5710727,The Sapphire Flame,Grey Talon,Paradox,Ivy,Kelvin,Infernus,Seven,Wraith,Pocket,Viscous,Vindicta,Haze,Bebop
5710728,The Amber Hand,Seven,Wraith,Shiv,Haze,Abrams,McGinnis,Paradox,Infernus,Bebop,Lady Geist,Ivy,Lash
5710731,The Amber Hand,Mo & Krill,Grey Talon,Dynamo,Seven,Infernus,Vindicta,Shiv,Wraith,Haze,McGinnis,Warden,Bebop
5710733,The Sapphire Flame,Haze,Wraith,McGinnis,Abrams,Kelvin,Lady Geist,Paradox,Seven,Dynamo,Infernus,Grey Talon,Pocket
5710734,The Amber Hand,Lash,Infernus,Abrams,Haze,Warden,Lady Geist,Yamato,Vindicta,Grey Talon,Wraith,McGinnis,Mo & Krill
5710735,The Amber Hand,Bebop,Seven,Viscous,Haze,Infernus,Mo & Krill,Wraith,Abrams,Dynamo,Warden,Vindicta,Grey Talon
5710738,The Amber Hand,Lady Geist,Dynamo,Haze,Warden,Wraith,McGinnis,Shiv,Ivy,Kelvin,Paradox,Infernus,Abrams
5710739,The Amber Hand,Infernus,Wraith,Viscous,McGinnis,Kelvin,Lady Geist,Grey Talon,Haze,Yamato,Vindicta,Seven,Abrams
5710740,The Amber Hand,Paradox,Seven,Kelvin,Ivy,Yamato,Haze,McGinnis,Viscous,Bebop,Vindicta,Lady Geist,Wraith
5710741,The Sapphire Flame,Vindicta,Wraith,Abrams,Bebop,Haze,Infernus,Warden,Seven,Dynamo,Yamato,Kelvin,McGinnis
5710743,The Sapphire Flame,McGinnis,Abrams,Vindicta,Lady Geist,Yamato,Haze,Dynamo,Mo & Krill,Seven,Lash,Grey Talon,Paradox
5710744,The Amber Hand,Wraith,Lady Geist,Pocket,Dynamo,Vindicta,Mo & Krill,Bebop,Grey Talon,Haze,Kelvin,Seven,Shiv
5710745,The Amber Hand,Wraith,Seven,Abrams,Vindicta,Lady Geist,Infernus,Pocket,Paradox,Haze,Mo & Krill,Viscous,Bebop
5710746,The Amber Hand,Lady Geist,Wraith,Seven,Warden,Grey Talon,Bebop,Infernus,Shiv,Haze,McGinnis,Ivy,Vindicta
5710747,The Sapphire Flame,Vindicta,Lady Geist,Yamato,Ivy,McGinnis,Warden,Abrams,Wraith,Seven,Infernus,Haze,Dynamo
5710748,The Amber Hand,Wraith,McGinnis,Lady Geist,Warden,Paradox,Vindicta,Shiv,Ivy,Viscous,Abrams,Infernus,Yamato
5710749,The Sapphire Flame,Infernus,Bebop,Wraith,Mo & Krill,Seven,McGinnis,Vindicta,Abrams,Shiv,Yamato,Haze,Grey Talon
5710751,The Amber Hand,Warden,Grey Talon,Lash,Dynamo,Wraith,Infernus,Haze,Lady Geist,Mo & Krill,Kelvin,Viscous,Seven
5710755,The Sapphire Flame,Grey Talon,Bebop,Lash,Lady Geist,Wraith,McGinnis,Vindicta,Infernus,Ivy,Kelvin,Haze,Pocket
5710757,The Amber Hand,Abrams,Vindicta,Seven,Infernus,Haze,Kelvin,Paradox,Bebop,Wraith,Ivy,McGinnis,Pocket
5710758,The Amber Hand,Yamato,Seven,Mo & Krill,Infernus,Haze,Wraith,McGinnis,Grey Talon,Vindicta,Kelvin,Warden,Paradox
5710761,The Amber Hand,Haze,Lash,Pocket,Bebop,Paradox,Seven,Vindicta,Wraith,Viscous,Abrams,Infernus,Mo & Krill
5710765,The Amber Hand,Dynamo,Warden,Bebop,Infernus,Kelvin,Wraith,Viscous,Yamato,Vindicta,Grey Talon,Seven,Paradox
5710770,The Sapphire Flame,Vindicta,Seven,Abrams,Wraith,Shiv,Dynamo,Haze,Yamato,McGinnis,Bebop,Pocket,Lash
5710774,The Amber Hand,Haze,McGinnis,Seven,Viscous,Yamato,Lash,Shiv,Vindicta,Grey Talon,Lady Geist,Infernus,Bebop
5710775,The Sapphire Flame,Paradox,Infernus,McGinnis,Wraith,Yamato,Abrams,Haze,Seven,Bebop,Ivy,Vindicta,Viscous
5710776,The Amber Hand,Ivy,Seven,Paradox,Kelvin,Abrams,Vindicta,Viscous,McGinnis,Wraith,Lash,Haze,Bebop
5710777,The Amber Hand,Kelvin,Shiv,Haze,Vindicta,Grey Talon,McGinnis,Infernus,Lady Geist,Abrams,Wraith,Paradox,Bebop
5710782,The Amber Hand,Bebop,Grey Talon,McGinnis,Wraith,Vindicta,Warden,Haze,Pocket,Infernus,Lash,Seven,Mo & Krill
5710785,The Amber Hand,Ivy,Grey Talon,Shiv,Wraith,Kelvin,McGinnis,Vindicta,Paradox,Seven,Infernus,Bebop,Dynamo
5710786,The Amber Hand,Paradox,Warden,Kelvin,Haze,Viscous,Shiv,Grey Talon,Pocket,Mo & Krill,Wraith,Dynamo,Bebop
5710787,The Sapphire Flame,Infernus,Mo & Krill,Shiv,Abrams,Dynamo,Bebop,Wraith,Yamato,Haze,Seven,Vindicta,McGinnis
5710791,The Sapphire Flame,Paradox,Infernus,Bebop,McGinnis,Seven,Lady Geist,Pocket,Haze,Vindicta,Abrams,Grey Talon,Ivy
5710792,The Sapphire Flame,Pocket,Kelvin,Lash,Bebop,Grey Talon,Wraith,Haze,Seven,McGinnis,Dynamo,Infernus,Lady Geist
5710794,The Amber Hand,McGinnis,Paradox,Grey Talon,Viscous,Warden,Kelvin,Infernus,Dynamo,Ivy,Seven,Bebop,Haze
5710795,The Amber Hand,Paradox,Kelvin,Yamato,Bebop,Pocket,Shiv,Grey Talon,Haze,Vindicta,Infernus,Warden,Mo & Krill
5710797,The Sapphire Flame,Abrams,Vindicta,Seven,Kelvin,Grey Talon,Haze,Wraith,Viscous,McGinnis,Bebop,Dynamo,Ivy
5710798,The Amber Hand,Paradox,Pocket,Seven,Bebop,Lash,Warden,Infernus,Ivy,Haze,Dynamo,Lady Geist,Kelvin
