matchid,winner,hero_1_A,hero_2_A,hero_3_A,hero_4_A,hero_5_A,hero_6_A,hero_1_B,hero_2_B,hero_3_B,hero_4_B,hero_5_B,hero_6_B
6314429,The Amber Hand,Lady Geist,Kelvin,Viscous,Infernus,Lash,Seven,Vindicta,Dynamo,Shiv,Wraith,Haze,Pocket
6314430,The Sapphire Flame,Kelvin,Vindicta,Grey Talon,Lash,Infernus,McGinnis,Mo & Krill,Bebop,Abrams,Haze,Wraith,Seven
6314431,The Sapphire Flame,Yamato,Bebop,Haze,Infernus,Shiv,Wraith,Vindicta,McGinnis,Mo & Krill,Warden,Seven,Grey Talon
6314433,The Amber Hand,Haze,Vindicta,Warden,Yamato,Lady Geist,Abrams,Kelvin,Paradox,Wraith,Infernus,Pocket,Seven
6314434,The Amber Hand,Yamato,Haze,Dynamo,Paradox,Pocket,Seven,Bebop,Grey Talon,Lady Geist,McGinnis,Vindicta,Lash
6314435,The Amber Hand,Lash,Haze,Paradox,Mo & Krill,Warden,Seven,Yamato,Abrams,Vindicta,Infernus,McGinnis,Bebop
6314437,The Sapphire Flame,Viscous,Yamato,Shiv,Haze,Infernus,Pocket,Vindicta,Wraith,Paradox,Bebop,Seven,Grey Talon
6314438,The Sapphire Flame,Lash,Pocket,Kelvin,McGinnis,Lady Geist,Shiv,Ivy,Haze,Infernus,Mo & Krill,Bebop,Seven
6314439,The Amber Hand,Haze,Infernus,Yamato,Dynamo,Ivy,Lady Geist,Bebop,Kelvin,Wraith,Seven,Vindicta,Grey Talon
6314440,The Sapphire Flame,Infernus,Lash,Pocket,Seven,Warden,Mo & Krill,Bebop,Haze,Viscous,Wraith,McGinnis,Ivy
6314441,The Sapphire Flame,Grey Talon,Abrams,Lash,Kelvin,Wraith,Mo & Krill,Infernus,Yamato,Vindicta,Haze,McGinnis,Lady Geist
6314446,The Sapphire Flame,Vindicta,Grey Talon,Wraith,Infernus,Bebop,Haze,Lady Geist,Seven,Kelvin,Yamato,Pocket,Viscous
6314450,The Amber Hand,Lash,Viscous,Bebop,Lady Geist,Haze,Kelvin,Paradox,Wraith,Vindicta,Ivy,Seven,Dynamo
6314453,The Amber Hand,Vindicta,Grey Talon,Seven,Kelvin,Dynamo,Infernus,Yamato,Ivy,Viscous,Paradox,McGinnis,Wraith
6314455,The Sapphire Flame,Haze,Infernus,Lady Geist,Paradox,Wraith,Grey Talon,Seven,Yamato,McGinnis,Bebop,Abrams,Kelvin
6314457,The Amber Hand,Paradox,Pocket,Mo & Krill,Seven,Haze,Kelvin,Vindicta,Wraith,Yamato,McGinnis,Shiv,Abrams
6314458,The Sapphire Flame,Kelvin,Bebop,Wraith,Vindicta,Pocket,Dynamo,Seven,Abrams,Haze,McGinnis,Yamato,Infernus
6314459,The Amber Hand,Infernus,Vindicta,Ivy,Abrams,Kelvin,Seven,Shiv,Warden,Haze,Bebop,Dynamo,Lash
6314460,The Sapphire Flame,Wraith,Infernus,Abrams,Mo & Krill,McGinnis,Bebop,Vindicta,Seven,Lash,Pocket,Haze,Grey Talon
6314461,The Sapphire Flame,Haze,Infernus,Seven,Wraith,Paradox,McGinnis,Lady Geist,Abrams,Warden,Kelvin,Lash,Dynamo
6314466,The Sapphire Flame,Ivy,Vindicta,Haze,Pocket,Grey Talon,Paradox,Bebop,Seven,Viscous,Dynamo,Warden,Infernus
6314467,The Amber Hand,Wraith,Seven,Lash,Dynamo,Paradox,Warden,Kelvin,Bebop,Haze,Viscous,Abrams,McGinnis
6314468,The Amber Hand,Wraith,Infernus,Mo & Krill,Warden,Grey Talon,Seven,Dynamo,Abrams,Vindicta,Lady Geist,Haze,McGinnis
6314472,The Sapphire Flame,Pocket,Seven,Bebop,Vindicta,Kelvin,Shiv,Warden,Infernus,Haze,Dynamo,Paradox,Ivy
6314473,The Sapphire Flame,Abrams,Infernus,Lady Geist,Seven,Viscous,Pocket,Vindicta,Wraith,McGinnis,Grey Talon,Haze,Yamato
6314474,The Amber Hand,Seven,Lash,Infernus,Haze,Grey Talon,Yamato,Vindicta,Pocket,McGinnis,Dynamo,Wraith,Mo & Krill
6314475,The Sapphire Flame,Shiv,Wraith,Vindicta,Seven,Dynamo,Yamato,Infernus,Warden,Haze,Abrams,Paradox,Grey Talon
6314476,The Amber Hand,Haze,Yamato,Infernus,Wraith,Pocket,Seven,Bebop,Grey Talon,McGinnis,Vindicta,Mo & Krill,Viscous
6314477,The Amber Hand,Shiv,McGinnis,Seven,Haze,Dynamo,Wraith,Lash,Infernus,Warden,Grey Talon,Bebop,Abrams
6314483,The Amber Hand,Kelvin,Infernus,Warden,Paradox,Dynamo,Wraith,Haze,Viscous,Vindicta,Bebop,Seven,McGinnis
6314484,The Sapphire Flame,Haze,Lash,McGinnis,Vindicta,Dynamo,Pocket,Grey Talon,Bebop,Seven,Mo & Krill,Infernus,Wraith
6314487,The Sapphire Flame,Mo & Krill,Vindicta,Haze,Seven,Grey Talon,Pocket,Paradox,Bebop,Lady Geist,Ivy,Lash,Yamato
6314488,The Amber Hand,Bebop,Pocket,Haze,Shiv,Warden,Abrams,Ivy,Seven,Vindicta,McGinnis,Grey Talon,Infernus
6314490,The Amber Hand,Grey Talon,Infernus,Kelvin,McGinnis,Haze,Seven,Yamato,Shiv,Wraith,Pocket,Warden,Abrams
6314491,The Sapphire Flame,Paradox,Warden,McGinnis,Pocket,Grey Talon,Bebop,Ivy,Kelvin,Haze,Infernus,Seven,Wraith
6314493,The Sapphire Flame,Infernus,Bebop,McGinnis,Pocket,Dynamo,Lash,Mo & Krill,Vindicta,Seven,Kelvin,Wraith,Haze
6314496,The Sapphire Flame,Vindicta,Bebop,Grey Talon,Lady Geist,Paradox,Kelvin,Haze,Infernus,Pocket,Wraith,Warden,Seven
6314498,The Sapphire Flame,Lady Geist,Ivy,Wraith,Grey Talon,Seven,Infernus,Abrams,Haze,Vindicta,Yamato,Bebop,Pocket
6314501,The Amber Hand,Yamato,Haze,McGinnis,Mo & Krill,Warden,Grey Talon,Vindicta,Seven,Shiv,Paradox,Lady Geist,Viscous
6314503,The Sapphire Flame,Pocket,Wraith,Lady Geist,Seven,Kelvin,Paradox,Viscous,Vindicta,Abrams,Haze,Dynamo,Warden
6314504,The Sapphire Flame,Wraith,Pocket,Viscous,Yamato,Infernus,Seven,Grey Talon,Haze,Lady Geist,Vindicta,Bebop,Shiv
6314505,The Sapphire Flame,Lady Geist,Mo & Krill,Infernus,Dynamo,Lash,McGinnis,Paradox,Vindicta,Abrams,Haze,Wraith,Seven
6314506,The Sapphire Flame,Infernus,Viscous,Ivy,Seven,Shiv,Dynamo,McGinnis,Haze,Wraith,Paradox,Abrams,Vindicta
6314507,The Amber Hand,Bebop,Mo & Krill,Infernus,McGinnis,Ivy,Viscous,Warden,Haze,Vindicta,Grey Talon,Yamato,Shiv
6314508,The Sapphire Flame,Haze,Seven,Abrams,Grey Talon,Yamato,Paradox,Vindicta,Bebop,Dynamo,Ivy,Viscous,Wraith
6314509,The Sapphire Flame,Wraith,Ivy,Abrams,Grey Talon,Dynamo,Paradox,Infernus,Lady Geist,Mo & Krill,Seven,Haze,Vindicta
6314511,The Amber Hand,Yamato,Vindicta,Seven,Grey Talon,Warden,Bebop,Shiv,Lady Geist,Haze,Paradox,Infernus,Abrams
6314512,The Amber Hand,Warden,Vindicta,Seven,Wraith,Paradox,Yamato,Grey Talon,Pocket,Bebop,Ivy,Haze,McGinnis
6314513,The Amber Hand,Wraith,Yamato,Kelvin,Infernus,Seven,Abrams,Haze,Viscous,Warden,McGinnis,Bebop,Dynamo
6314515,The Sapphire Flame,Infernus,Wraith,Yamato,Lady Geist,Pocket,Warden,Seven,McGinnis,Haze,Ivy,Bebop,Abrams
6314516,The Amber Hand,Ivy,Shiv,Paradox,Wraith,Haze,Dynamo,Yamato,Vindicta,Pocket,Grey Talon,Viscous,Seven
6314517,The Sapphire Flame,Paradox,Vindicta,Wraith,Ivy,Haze,Abrams,Bebop,Infernus,Grey Talon,Seven,Kelvin,Mo & Krill
6314518,The Sapphire Flame,Grey Talon,Warden,Vindicta,Wraith,Abrams,Infernus,Dynamo,McGinnis,Paradox,Haze,Bebop,Seven
6314519,The Sapphire Flame,Bebop,Vindicta,Lash,Infernus,Haze,Viscous,Mo & Krill,Wraith,Grey Talon,Seven,Warden,McGinnis
6314520,The Sapphire Flame,Warden,Vindicta,Wraith,Yamato,Infernus,Haze,Bebop,Mo & Krill,Abrams,Grey Talon,Lash,Seven
6314521,The Sapphire Flame,Kelvin,Grey Talon,Vindicta,Viscous,Yamato,Bebop,Warden,Lash,Lady Geist,Haze,Seven,Wraith
6314522,The Sapphire Flame,Abrams,Paradox,Vindicta,Viscous,Lash,Wraith,Infernus,Kelvin,Yamato,Pocket,Seven,Dynamo
6314523,The Amber Hand,Shiv,Abrams,Paradox,Wraith,Infernus,Lady Geist,Seven,Ivy,Warden,Vindicta,Haze,Pocket
6314524,The Amber Hand,Wraith,McGinnis,Paradox,Lady Geist,Dynamo,Viscous,Seven,Haze,Ivy,Pocket,Warden,Infernus
6314525,The Sapphire Flame,Mo & Krill,Viscous,McGinnis,Yamato,Infernus,Wraith,Paradox,Seven,Haze,Vindicta,Lash,Pocket
6314527,The Amber Hand,Bebop,Infernus,Pocket,Dynamo,McGinnis,Haze,Grey Talon,Vindicta,Ivy,Yamato,Seven,Kelvin
6314528,The Amber Hand,Dynamo,Ivy,Seven,Vindicta,Wraith,Shiv,Yamato,Warden,Viscous,Infernus,Grey Talon,Haze
6314529,The Amber Hand,Yamato,Haze,McGinnis,Shiv,Ivy,Grey Talon,Wraith,Kelvin,Paradox,Seven,Vindicta,Infernus
6314530,The Amber Hand,Warden,Seven,Grey Talon,Infernus,Vindicta,Bebop,Ivy,Yamato,Paradox,Wraith,Haze,Kelvin
6314531,The Sapphire Flame,Infernus,Seven,Viscous,Bebop,Vindicta,Lash,Dynamo,Paradox,Warden,Grey Talon,Haze,Wraith
6314533,The Sapphire Flame,Yamato,Grey Talon,Wraith,Lady Geist,Abrams,Vindicta,Seven,Dynamo,Haze,Lash,Bebop,Paradox
6314534,The Amber Hand,Yamato,Seven,McGinnis,Haze,Viscous,Pocket,Bebop,Kelvin,Warden,Abrams,Lash,Infernus
6314537,The Amber Hand,Kelvin,Dynamo,Haze,Seven,Wraith,Abrams,Infernus,Warden,Paradox,Vindicta,Bebop,Lash
6314538,The Sapphire Flame,Grey Talon,Haze,Vindicta,Infernus,Pocket,Seven,Wraith,Warden,McGinnis,Yamato,Abrams,Bebop
6314539,The Sapphire Flame,Infernus,Ivy,Bebop,Shiv,Vindicta,Lash,Yamato,Mo & Krill,Seven,Wraith,Viscous,Haze
6314540,The Sapphire Flame,Shiv,Warden,Wraith,Paradox,Lady Geist,Kelvin,Grey Talon,Infernus,McGinnis,Vindicta,Haze,Seven
6314541,The Sapphire Flame,Wraith,Infernus,Ivy,Seven,Vindicta,Haze,Yamato,Dynamo,Shiv,McGinnis,Lady Geist,Pocket
6314542,The Amber Hand,Warden,Bebop,Abrams,Vindicta,Haze,Seven,Mo & Krill,Dynamo,Kelvin,Infernus,Lash,Wraith
6314544,The Amber Hand,Pocket,Yamato,Haze,Vindicta,Shiv,Seven,Grey Talon,Wraith,McGinnis,Lady Geist,Bebop,Infernus
6314549,The Amber Hand,Kelvin,Haze,Seven,Lady Geist,Infernus,Pocket,Vindicta,Grey Talon,Abrams,Bebop,Wraith,Mo & Krill
6314552,The Amber Hand,Haze,Kelvin,Shiv,Infernus,Warden,Pocket,Abrams,Seven,McGinnis,Wraith,Vindicta,Dynamo
6314553,The Sapphire Flame,Viscous,Haze,Yamato,Paradox,Seven,Ivy,Mo & Krill,Warden,Lash,Bebop,Abrams,McGinnis
6314557,The Sapphire Flame,Pocket,Warden,McGinnis,Lady Geist,Ivy,Vindicta,Seven,Grey Talon,Haze,Wraith,Viscous,Bebop
6314565,The Amber Hand,Kelvin,McGinnis,Warden,Pocket,Shiv,Yamato,Ivy,Infernus,Haze,Mo & Krill,Wraith,Abrams
6314567,The Amber Hand,Vindicta,Pocket,Wraith,Shiv,Lady Geist,Paradox,McGinnis,Bebop,Kelvin,Grey Talon,Seven,Infernus
6314568,The Amber Hand,Lady Geist,Mo & Krill,Infernus,Vindicta,Wraith,Haze,Abrams,Yamato,Kelvin,Seven,Paradox,Warden
6314569,The Sapphire Flame,Paradox,Infernus,Bebop,Ivy,Warden,Seven,Lady Geist,Haze,Grey Talon,Abrams,Dynamo,McGinnis
6314570,The Amber Hand,Seven,Kelvin,Lady Geist,McGinnis,Yamato,Pocket,Vindicta,Infernus,Wraith,Abrams,Dynamo,Grey Talon
6314575,The Sapphire Flame,Haze,Wraith,Shiv,McGinnis,Kelvin,Lady Geist,Seven,Viscous,Infernus,Bebop,Mo & Krill,Vindicta
6314578,The Amber Hand,Ivy,Grey Talon,Infernus,Viscous,Abrams,Bebop,Wraith,Yamato,Seven,Lady Geist,McGinnis,Kelvin
6314579,The Sapphire Flame,Haze,Wraith,Abrams,Bebop,Kelvin,Mo & Krill,Grey Talon,Dynamo,Seven,Shiv,Viscous,Vindicta
6314581,The Amber Hand,Abrams,Seven,Ivy,Paradox,Vindicta,Haze,Lash,Lady Geist,Shiv,Kelvin,Wraith,Infernus
6314582,The Sapphire Flame,Lady Geist,Haze,Pocket,Wraith,Warden,Shiv,Ivy,Vindicta,McGinnis,Seven,Dynamo,Infernus
6314585,The Amber Hand,Seven,Infernus,Wraith,Haze,Yamato,McGinnis,Viscous,Paradox,Bebop,Lady Geist,Abrams,Vindicta
6314586,The Sapphire Flame,Grey Talon,Abrams,Warden,Dynamo,Pocket,Seven,Ivy,Mo & Krill,Haze,Viscous,Paradox,McGinnis
6314587,The Sapphire Flame,Seven,Lady Geist,Dynamo,Kelvin,Vindicta,Infernus,Mo & Krill,Warden,Haze,Bebop,Paradox,McGinnis
6314588,The Amber Hand,Seven,Bebop,Grey Talon,Haze,Pocket,Shiv,Mo & Krill,Ivy,Dynamo,Kelvin,Wraith,Infernus
6314589,The Amber Hand,Shiv,McGinnis,Seven,Bebop,Yamato,Haze,Infernus,Dynamo,Grey Talon,Vindicta,Warden,Paradox
6314591,The Amber Hand,Lash,Haze,Ivy,Warden,Infernus,Grey Talon,Dynamo,Yamato,McGinnis,Pocket,Seven,Wraith
6314592,The Sapphire Flame,McGinnis,Grey Talon,Yamato,Haze,Seven,Viscous,Ivy,Abrams,Lady Geist,Wraith,Kelvin,Vindicta
6314594,The Amber Hand,McGinnis,Kelvin,Bebop,Wraith,Infernus,Seven,Yamato,Abrams,Haze,Lash,Shiv,Vindicta
6314595,The Amber Hand,Paradox,Seven,Infernus,Dynamo,Wraith,Vindicta,Lash,Lady Geist,Grey Talon,McGinnis,Viscous,Haze
6314596,The Amber Hand,Wraith,Bebop,Paradox,Grey Talon,Lash,Infernus,Warden,Shiv,Seven,Pocket,Haze,Vindicta
6314598,The Sapphire Flame,Haze,Lash,Seven,Grey Talon,Warden,Paradox,Infernus,Ivy,Bebop,McGinnis,Viscous,Wraith
6314599,The Sapphire Flame,Infernus,Abrams,Lash,Viscous,Bebop,Shiv,Wraith,Yamato,Lady Geist,Seven,Haze,Kelvin
6314607,The Sapphire Flame,Wraith,Pocket,Vindicta,Paradox,Grey Talon,Infernus,Haze,Shiv,Abrams,Yamato,Seven,McGinnis
6314613,The Sapphire Flame,Shiv,Ivy,Lash,Wraith,Paradox,Grey Talon,Warden,Seven,Infernus,Yamato,Dynamo,McGinnis
6314615,The Sapphire Flame,Infernus,Seven,Haze,Viscous,Grey Talon,Paradox,Dynamo,Vindicta,Mo & Krill,Lash,Lady Geist,Ivy
6314619,The Amber Hand,Grey Talon,Viscous,Abrams,Vindicta,Warden,Seven,McGinnis,Lady Geist,Paradox,Wraith,Lash,Haze
6314620,The Amber Hand,Seven,McGinnis,Kelvin,Grey Talon,Dynamo,Abrams,Infernus,Wraith,Yamato,Haze,Bebop,Vindicta
6314621,The Amber Hand,McGinnis,Vindicta,Warden,Lady Geist,Haze,Pocket,Yamato,Wraith,Viscous,Bebop,Seven,Infernus
6314622,The Sapphire Flame,Seven,Infernus,Mo & Krill,Abrams,Haze,Paradox,Bebop,Ivy,Wraith,McGinnis,Vindicta,Lady Geist
6314623,The Sapphire Flame,Vindicta,Infernus,Haze,Grey Talon,Seven,Bebop,Yamato,Warden,Abrams,McGinnis,Wraith,Mo & Krill
6314625,The Amber Hand,Wraith,Haze,Infernus,Ivy,Yamato,Abrams,Bebop,Vindicta,Lash,Grey Talon,Seven,Shiv
6314633,The Sapphire Flame,Paradox,Abrams,Bebop,Pocket,Lash,Infernus,Wraith,Warden,Kelvin,Lady Geist,Grey Talon,Shiv
6314634,The Sapphire Flame,Bebop,Warden,Haze,Dynamo,Grey Talon,Wraith,Vindicta,Seven,Kelvin,Infernus,Abrams,Pocket
6314635,The Sapphire Flame,Kelvin,Vindicta,McGinnis,Ivy,Paradox,Warden,Haze,Dynamo,Infernus,Viscous,Lash,Yamato
6314636,The Sapphire Flame,Shiv,Viscous,Wraith,Lash,Haze,Lady Geist,Infernus,McGinnis,Bebop,Seven,Mo & Krill,Vindicta
6314637,The Sapphire Flame,Haze,Warden,Yamato,Kelvin,Abrams,Mo & Krill,Grey Talon,Vindicta,McGinnis,Lash,Viscous,Pocket
6314638,The Amber Hand,Infernus,Haze,Vindicta,Kelvin,Wraith,Lady Geist,Grey Talon,McGinnis,Warden,Seven,Abrams,Bebop
6314639,The Sapphire Flame,Paradox,Vindicta,Wraith,Mo & Krill,Haze,Yamato,Seven,Viscous,Abrams,Grey Talon,Bebop,Infernus
6314640,The Sapphire Flame,Vindicta,Dynamo,Infernus,Kelvin,Ivy,Haze,Grey Talon,Bebop,Seven,Yamato,Wraith,McGinnis
6314642,The Amber Hand,Lash,Infernus,Mo & Krill,Wraith,Seven,Grey Talon,Viscous,Haze,Lady Geist,Dynamo,McGinnis,Kelvin
6314644,The Amber Hand,Pocket,McGinnis,Dynamo,Mo & Krill,Viscous,Seven,Grey Talon,Bebop,Kelvin,Infernus,Yamato,Shiv
6314645,The Sapphire Flame,Vindicta,Grey Talon,Lady Geist,Seven,Bebop,Yamato,Ivy,Infernus,Abrams,Kelvin,Haze,Pocket
6314646,The Amber Hand,Seven,Dynamo,Paradox,Haze,Yamato,Bebop,Grey Talon,Vindicta,Lady Geist,Ivy,Abrams,Wraith
6314647,The Sapphire Flame,Warden,Haze,Kelvin,Abrams,Vindicta,Dynamo,McGinnis,Grey Talon,Infernus,Lady Geist,Ivy,Seven
6314648,The Amber Hand,Wraith,Pocket,McGinnis,Abrams,Lash,Paradox,Haze,Infernus,Shiv,Warden,Bebop,Seven
6314649,The Amber Hand,Lady Geist,Wraith,Infernus,Haze,Abrams,Kelvin,Grey Talon,Bebop,Vindicta,Seven,McGinnis,Viscous
6314650,The Amber Hand,Shiv,Infernus,Warden,Lash,Wraith,Seven,Haze,Vindicta,Grey Talon,Yamato,Kelvin,Bebop
6314652,The Sapphire Flame,Haze,Lash,Wraith,Kelvin,Ivy,Yamato,Bebop,Infernus,Mo & Krill,Dynamo,Abrams,Seven
6314654,The Sapphire Flame,Paradox,Shiv,Mo & Krill,Lady Geist,Infernus,Haze,Grey Talon,Bebop,Vindicta,Wraith,Kelvin,Seven
6314655,The Amber Hand,McGinnis,Pocket,Wraith,Abrams,Infernus,Haze,Yamato,Warden,Seven,Viscous,Paradox,Grey Talon
6314656,The Sapphire Flame,Vindicta,Yamato,Kelvin,Paradox,Abrams,Infernus,Wraith,Grey Talon,Haze,Bebop,Seven,McGinnis
6314657,The Sapphire Flame,Wraith,Mo & Krill,Vindicta,Haze,Bebop,Seven,Infernus,McGinnis,Pocket,Warden,Lady Geist,Grey Talon
6314658,The Amber Hand,Ivy,Seven,Paradox,Wraith,Vindicta,Pocket,Lady Geist,Grey Talon,Yamato,Bebop,Shiv,Haze
6314660,The Sapphire Flame,Dynamo,Wraith,Haze,Warden,Yamato,Ivy,Lady Geist,Grey Talon,Kelvin,Vindicta,Abrams,Bebop
6314663,The Amber Hand,Vindicta,Yamato,Seven,Abrams,Haze,Shiv,McGinnis,Wraith,Lady Geist,Grey Talon,Infernus,Dynamo
6314670,The Amber Hand,McGinnis,Haze,Viscous,Seven,Bebop,Dynamo,Pocket,Mo & Krill,Grey Talon,Paradox,Lady Geist,Infernus
6314674,The Sapphire Flame,Ivy,McGinnis,Haze,Lash,Grey Talon,Dynamo,Infernus,Kelvin,Wraith,Seven,Mo & Krill,Vindicta
6314676,The Sapphire Flame,Infernus,Warden,Dynamo,Vindicta,Haze,Lady Geist,Bebop,Wraith,Viscous,Yamato,Seven,Grey Talon
6314677,The Sapphire Flame,Abrams,Vindicta,Mo & Krill,Haze,Seven,Ivy,Lady Geist,Bebop,Paradox,Infernus,McGinnis,Wraith
6314678,The Amber Hand,Viscous,Infernus,Bebop,Ivy,Vindicta,Warden,Paradox,Lady Geist,Lash,Haze,McGinnis,Seven
6314679,The Sapphire Flame,McGinnis,Dynamo,Ivy,Warden,Seven,Infernus,Mo & Krill,Vindicta,Haze,Grey Talon,Kelvin,Bebop
6314681,The Amber Hand,Paradox,Pocket,Lash,Wraith,Ivy,Bebop,Grey Talon,Seven,Haze,Vindicta,Dynamo,Shiv
6314686,The Amber Hand,Ivy,Mo & Krill,Vindicta,Lady Geist,Infernus,Seven,Wraith,Grey Talon,Haze,Warden,Paradox,Shiv
6314688,The Amber Hand,Infernus,Bebop,McGinnis,Seven,Mo & Krill,Ivy,Paradox,Wraith,Haze,Warden,Yamato,Vindicta
6314689,The Amber Hand,Wraith,Kelvin,Vindicta,Haze,Seven,Lady Geist,McGinnis,Abrams,Pocket,Shiv,Yamato,Ivy
6314698,The Amber Hand,Seven,Haze,Mo & Krill,Vindicta,Kelvin,Wraith,Infernus,Abrams,McGinnis,Lady Geist,Grey Talon,Pocket
6314700,The Sapphire Flame,Warden,Infernus,Grey Talon,Abrams,Kelvin,Shiv,Bebop,Mo & Krill,Vindicta,Yamato,Haze,Wraith
6314705,The Sapphire Flame,Grey Talon,Seven,Dynamo,McGinnis,Paradox,Pocket,Vindicta,Bebop,Haze,Yamato,Viscous,Wraith
6314707,The Amber Hand,Grey Talon,Yamato,Lady Geist,Infernus,Vindicta,McGinnis,Wraith,Seven,Ivy,Paradox,Haze,Pocket
6314708,The Amber Hand,Yamato,Haze,Paradox,Pocket,Mo & Krill,Vindicta,Bebop,McGinnis,Viscous,Warden,Infernus,Seven
6314709,The Amber Hand,McGinnis,Pocket,Viscous,Mo & Krill,Seven,Bebop,Grey Talon,Warden,Haze,Shiv,Wraith,Vindicta
6314710,The Sapphire Flame,Kelvin,Ivy,Seven,Paradox,McGinnis,Mo & Krill,Warden,Bebop,Lady Geist,Shiv,Abrams,Vindicta
6314711,The Amber Hand,McGinnis,Paradox,Pocket,Seven,Haze,Infernus,Vindicta,Dynamo,Shiv,Grey Talon,Bebop,Wraith
6314712,The Amber Hand,Grey Talon,Vindicta,Lash,Pocket,Bebop,Seven,Infernus,Dynamo,Lady Geist,Ivy,Mo & Krill,Paradox
6314714,The Sapphire Flame,McGinnis,Grey Talon,Lady Geist,Wraith,Dynamo,Pocket,Vindicta,Bebop,Haze,Seven,Shiv,Yamato
6314718,The Amber Hand,McGinnis,Seven,Vindicta,Shiv,Dynamo,Paradox,Bebop,Lady Geist,Yamato,Grey Talon,Haze,Infernus
6314719,The Sapphire Flame,Dynamo,Mo & Krill,Grey Talon,Infernus,Warden,Seven,Pocket,Haze,Wraith,Vindicta,Abrams,McGinnis
6314721,The Amber Hand,Seven,Mo & Krill,Paradox,Haze,Warden,Infernus,Vindicta,Grey Talon,Kelvin,McGinnis,Viscous,Pocket
6314724,The Sapphire Flame,Lady Geist,Abrams,Lash,Grey Talon,Dynamo,Wraith,Vindicta,Seven,Haze,Infernus,Shiv,Bebop
6314726,The Amber Hand,Seven,Pocket,Lash,Kelvin,Vindicta,Warden,Wraith,Abrams,Infernus,Haze,Grey Talon,Viscous
6314727,The Amber Hand,Viscous,Abrams,Bebop,Haze,Paradox,Lash,Kelvin,Wraith,Seven,Infernus,Vindicta,Warden
6314728,The Sapphire Flame,Lash,Haze,Kelvin,Abrams,McGinnis,Seven,Paradox,Warden,Wraith,Vindicta,Infernus,Bebop
6314730,The Amber Hand,Pocket,Grey Talon,Yamato,Viscous,Abrams,Seven,McGinnis,Infernus,Haze,Vindicta,Dynamo,Wraith
6314731,The Amber Hand,McGinnis,Infernus,Mo & Krill,Vindicta,Lash,Lady Geist,Pocket,Bebop,Wraith,Seven,Warden,Haze
6314732,The Sapphire Flame,Infernus,Grey Talon,Haze,Paradox,Yamato,Lady Geist,Bebop,Dynamo,Seven,Viscous,Wraith,Shiv
6314740,The Sapphire Flame,Pocket,Shiv,Haze,Bebop,Viscous,Vindicta,Infernus,Yamato,Lady Geist,McGinnis,Seven,Dynamo
6314742,The Amber Hand,Yamato,Lady Geist,Grey Talon,Haze,Infernus,Kelvin,Dynamo,Seven,Wraith,Warden,Bebop,Paradox
6314749,The Amber Hand,Kelvin,Mo & Krill,Seven,Wraith,Viscous,Infernus,Lady Geist,Paradox,Vindicta,Pocket,McGinnis,Yamato
6314750,The Sapphire Flame,Wraith,Warden,Grey Talon,Seven,Ivy,Paradox,Kelvin,Vindicta,Bebop,Infernus,McGinnis,Haze
6314751,The Amber Hand,Paradox,Bebop,McGinnis,Wraith,Pocket,Haze,Warden,Lash,Vindicta,Seven,Shiv,Grey Talon
6314752,The Sapphire Flame,Haze,Yamato,Kelvin,Shiv,Viscous,Bebop,Wraith,Vindicta,Abrams,Ivy,Dynamo,Infernus
6314755,The Sapphire Flame,Vindicta,Bebop,Grey Talon,Haze,Ivy,Wraith,Pocket,Yamato,Seven,Warden,Infernus,Mo & Krill
6314758,The Amber Hand,Yamato,Bebop,Ivy,Pocket,Seven,Infernus,Warden,Wraith,Shiv,Vindicta,Haze,Dynamo
6314762,The Amber Hand,Grey Talon,Mo & Krill,Viscous,Ivy,Infernus,Wraith,Haze,Paradox,Seven,McGinnis,Dynamo,Abrams
6314767,The Sapphire Flame,Infernus,Dynamo,Mo & Krill,Wraith,Grey Talon,Seven,Haze,Abrams,Kelvin,Warden,Pocket,Vindicta
6314768,The Amber Hand,Abrams,Wraith,McGinnis,Haze,Paradox,Warden,Vindicta,Pocket,Infernus,Lady Geist,Grey Talon,Seven
6314769,The Amber Hand,Pocket,Vindicta,Shiv,Bebop,Seven,Dynamo,Haze,Kelvin,Mo & Krill,Warden,McGinnis,Infernus
6314771,The Sapphire Flame,Lash,Pocket,Seven,Mo & Krill,Shiv,Viscous,Infernus,Haze,Wraith,Kelvin,Bebop,Vindicta
6314773,The Sapphire Flame,Yamato,Grey Talon,Vindicta,Lady Geist,Seven,Abrams,Paradox,Shiv,Infernus,Lash,Warden,Mo & Krill
6314774,The Sapphire Flame,Vindicta,Seven,Haze,McGinnis,Viscous,Bebop,Lady Geist,Wraith,Abrams,Yamato,Pocket,Shiv
6314775,The Sapphire Flame,Lash,Vindicta,Wraith,Mo & Krill,Shiv,Bebop,Seven,Abrams,Yamato,Paradox,Haze,McGinnis
6314776,The Amber Hand,Warden,Haze,Pocket,Seven,McGinnis,Abrams,Viscous,Lady Geist,Vindicta,Yamato,Bebop,Paradox
6314777,The Amber Hand,Lash,Infernus,Bebop,Haze,Dynamo,Seven,Grey Talon,Abrams,Wraith,Vindicta,McGinnis,Kelvin
6314778,The Sapphire Flame,Dynamo,Paradox,Seven,Haze,McGinnis,Vindicta,Lady Geist,Infernus,Warden,Bebop,Grey Talon,Wraith
6314780,The Amber Hand,Paradox,Kelvin,Vindicta,Ivy,Bebop,Lash,Wraith,McGinnis,Yamato,Grey Talon,Seven,Haze
