matchid,winner,hero_1_A,hero_2_A,hero_3_A,hero_4_A,hero_5_A,hero_6_A,hero_1_B,hero_2_B,hero_3_B,hero_4_B,hero_5_B,hero_6_B
6326522,The Amber Hand,Haze,Ivy,Seven,Abrams,Bebop,Viscous,Infernus,Dynamo,Shiv,Lady Geist,Vindicta,Wraith
6326524,The Amber Hand,Haze,Warden,Grey Talon,Lash,Seven,Dynamo,Pocket,Infernus,Wraith,Bebop,McGinnis,Yamato
6326525,The Amber Hand,Pocket,Dynamo,Seven,Wraith,Warden,McGinnis,Paradox,Grey Talon,Viscous,Haze,Abrams,Infernus
6326526,The Sapphire Flame,Warden,Lash,Seven,Vindicta,Dynamo,Haze,Paradox,Wraith,Infernus,Yamato,Grey Talon,Pocket
6326527,The Amber Hand,Infernus,Seven,Lady Geist,Kelvin,Vindicta,Shiv,Ivy,Haze,Grey Talon,Wraith,Bebop,Dynamo
6326529,The Amber Hand,Haze,Dynamo,Pocket,Ivy,Grey Talon,Vindicta,Abrams,Bebop,Wraith,Infernus,Lady Geist,McGinnis
6326530,The Amber Hand,Haze,Abrams,Pocket,Wraith,Seven,Bebop,Ivy,Vindicta,Lash,Lady Geist,Grey Talon,Mo & Krill
6326531,The Sapphire Flame,Infernus,Haze,Grey Talon,Bebop,Lady Geist,Wraith,Warden,Lash,Seven,Ivy,Vindicta,Paradox
6326532,The Sapphire Flame,Haze,Lady Geist,Shiv,Grey Talon,Wraith,Infernus,Kelvin,Seven,Warden,Paradox,Bebop,Vindicta
6326533,The Amber Hand,Vindicta,Bebop,Ivy,Lady Geist,Yamato,Kelvin,Seven,Wraith,Warden,Haze,Grey Talon,McGinnis
6326535,The Amber Hand,Yamato,Seven,Haze,Mo & Krill,Lash,Infernus,Abrams,Warden,Pocket,Shiv,Vindicta,Wraith
6326536,The Sapphire Flame,Seven,Grey Talon,Pocket,Infernus,Lady Geist,Yamato,Wraith,McGinnis,Haze,Kelvin,Vindicta,Shiv
6326537,The Amber Hand,Seven,Wraith,Ivy,Haze,Bebop,Viscous,Lady Geist,Warden,Mo & Krill,Shiv,Dynamo,Paradox
6326538,The Sapphire Flame,McGinnis,Wraith,Haze,Lash,Pocket,Infernus,Yamato,Warden,Vindicta,Paradox,Kelvin,Seven
6326539,The Sapphire Flame,Wraith,Mo & Krill,Shiv,Seven,McGinnis,Abrams,Grey Talon,Haze,Viscous,Ivy,Bebop,Infernus
6326540,The Amber Hand,Wraith,Dynamo,Abrams,Lash,Seven,Grey Talon,Haze,Infernus,Bebop,Kelvin,Pocket,Warden
6326541,The Sapphire Flame,Viscous,Abrams,Bebop,Vindicta,Lady Geist,Yamato,Dynamo,Wraith,Seven,Infernus,Lash,Haze
6326542,The Amber Hand,Vindicta,Lady Geist,Shiv,Seven,Kelvin,Bebop,Abrams,Warden,Haze,Dynamo,McGinnis,Wraith
6326543,The Amber Hand,Seven,Vindicta,Bebop,Pocket,Dynamo,Shiv,Haze,Wraith,Infernus,Mo & Krill,Grey Talon,Yamato
6326544,The Sapphire Flame,Wraith,Pocket,Shiv,Bebop,McGinnis,Grey Talon,Ivy,Haze,Seven,Warden,Abrams,Vindicta
6326545,The Amber Hand,Abrams,Lash,McGinnis,Grey Talon,Bebop,Vindicta,Wraith,Paradox,Seven,Pocket,Haze,Kelvin
6326546,The Sapphire Flame,Shiv,Haze,Grey Talon,McGinnis,Warden,Lady Geist,Vindicta,Kelvin,Wraith,Infernus,Bebop,Seven
6326547,The Sapphire Flame,Paradox,Grey Talon,Vindicta,Seven,Warden,Haze,Wraith,Ivy,Kelvin,McGinnis,Abrams,Infernus
6326548,The Amber Hand,Haze,Seven,Abrams,Pocket,Shiv,Infernus,Dynamo,Paradox,Mo & Krill,Warden,Lash,Wraith
6326549,The Sapphire Flame,Kelvin,Wraith,Seven,Infernus,Grey Talon,Vindicta,Bebop,Dynamo,Ivy,Mo & Krill,Haze,Warden
6326553,The Sapphire Flame,Dynamo,Warden,Haze,Abrams,Viscous,Lash,Wraith,Bebop,Seven,Pocket,Grey Talon,Paradox
6326554,The Sapphire Flame,Abrams,Vindicta,Warden,Seven,Kelvin,Yamato,Bebop,Haze,Shiv,Infernus,Wraith,Mo & Krill
6326555,The Sapphire Flame,Bebop,Ivy,Lash,Seven,Infernus,Abrams,Vindicta,Dynamo,Paradox,Haze,Viscous,McGinnis
6326558,The Sapphire Flame,Vindicta,Bebop,Paradox,Infernus,Abrams,Lady Geist,Shiv,Viscous,Seven,Warden,Lash,Ivy
6326559,The Sapphire Flame,Infernus,Bebop,Kelvin,McGinnis,Dynamo,Seven,Lash,Grey Talon,Paradox,Shiv,Wraith,Vindicta
6326560,The Sapphire Flame,Lady Geist,Ivy,Haze,Mo & Krill,Wraith,Seven,McGinnis,Vindicta,Bebop,Shiv,Grey Talon,Paradox
6326561,The Sapphire Flame,Vindicta,Lady Geist,Lash,Infernus,Grey Talon,Bebop,Seven,Ivy,Wraith,McGinnis,Haze,Dynamo
6326563,The Sapphire Flame,McGinnis,Shiv,Vindicta,Seven,Grey Talon,Haze,Infernus,Kelvin,Wraith,Warden,Paradox,Yamato
6326564,The Sapphire Flame,Pocket,Yamato,Infernus,Wraith,Shiv,Kelvin,Dynamo,Ivy,Seven,Vindicta,Haze,Abrams
6326565,The Sapphire Flame,McGinnis,Wraith,Vindicta,Bebop,Infernus,Paradox,Yamato,Grey Talon,Kelvin,Seven,Dynamo,Haze
6326569,The Amber Hand,Lady Geist,Vindicta,Warden,Seven,Abrams,McGinnis,Infernus,Haze,Pocket,Bebop,Wraith,Shiv
6326570,The Amber Hand,Bebop,Shiv,Pocket,Infernus,Kelvin,Vindicta,Seven,Dynamo,McGinnis,Grey Talon,Warden,Abrams
6326571,The Sapphire Flame,Pocket,Infernus,Vindicta,Haze,Paradox,Yamato,Mo & Krill,Kelvin,Lady Geist,Warden,Seven,Abrams
6326572,The Sapphire Flame,Yamato,Wraith,Kelvin,Warden,Grey Talon,Dynamo,Vindicta,Abrams,Infernus,Lady Geist,Seven,Shiv
6326573,The Amber Hand,Wraith,Mo & Krill,Vindicta,Seven,Infernus,Haze,Abrams,Paradox,Warden,Bebop,Shiv,Grey Talon
6326576,The Sapphire Flame,Seven,Yamato,Infernus,Viscous,McGinnis,Warden,Vindicta,Pocket,Shiv,Wraith,Lady Geist,Mo & Krill
6326580,The Sapphire Flame,Grey Talon,Haze,Yamato,Abrams,Vindicta,Infernus,Bebop,Wraith,Seven,Warden,Lady Geist,Paradox
6326581,The Sapphire Flame,Seven,Yamato,Bebop,Abrams,McGinnis,Haze,Lady Geist,Lash,Grey Talon,Infernus,Shiv,Vindicta
6326582,The Sapphire Flame,Seven,Kelvin,Yamato,Viscous,Shiv,Lash,Ivy,Dynamo,Haze,Paradox,McGinnis,Infernus
6326583,The Amber Hand,Infernus,Wraith,Haze,Viscous,Seven,Paradox,Grey Talon,Bebop,Vindicta,Dynamo,Lash,Ivy
6326584,The Sapphire Flame,Haze,Paradox,McGinnis,Yamato,Viscous,Dynamo,Lady Geist,Infernus,Seven,Wraith,Vindicta,Kelvin
6326585,The Amber Hand,Infernus,Vindicta,Haze,Seven,Mo & Krill,Viscous,Wraith,McGinnis,Pocket,Paradox,Warden,Bebop
6326587,The Sapphire Flame,Lash,Bebop,Lady Geist,Abrams,Paradox,Vindicta,Infernus,Dynamo,Haze,Viscous,Seven,Pocket
6326588,The Amber Hand,Warden,Grey Talon,Kelvin,Shiv,Lady Geist,Seven,Pocket,Ivy,Haze,Vindicta,Infernus,McGinnis
6326600,The Amber Hand,Yamato,Seven,Shiv,Grey Talon,Bebop,Haze,McGinnis,Kelvin,Wraith,Infernus,Pocket,Lady Geist
6326602,The Sapphire Flame,Mo & Krill,Dynamo,Shiv,Yamato,Lash,Infernus,Seven,Warden,Vindicta,Abrams,Haze,Grey Talon
6326603,The Amber Hand,Grey Talon,Vindicta,Shiv,Haze,Yamato,McGinnis,Kelvin,Pocket,Infernus,Seven,Paradox,Bebop
6326604,The Sapphire Flame,Vindicta,Warden,Haze,Pocket,Bebop,Dynamo,Seven,Mo & Krill,Grey Talon,Paradox,McGinnis,Wraith
6326605,The Amber Hand,Shiv,Paradox,Vindicta,Infernus,McGinnis,Seven,Pocket,Ivy,Grey Talon,Bebop,Wraith,Mo & Krill
6326606,The Sapphire Flame,Mo & Krill,Kelvin,Seven,Wraith,Vindicta,Paradox,McGinnis,Haze,Abrams,Grey Talon,Infernus,Pocket
6326607,The Amber Hand,Lady Geist,McGinnis,Bebop,Infernus,Haze,Vindicta,Pocket,Wraith,Grey Talon,Yamato,Seven,Dynamo
6326608,The Sapphire Flame,Haze,Pocket,Bebop,Yamato,Grey Talon,Wraith,Vindicta,McGinnis,Paradox,Seven,Infernus,Dynamo
6326612,The Sapphire Flame,Warden,Bebop,Wraith,Vindicta,Seven,Dynamo,Paradox,Pocket,Lash,Haze,Infernus,Abrams
6326613,The Sapphire Flame,Vindicta,Haze,Wraith,Seven,Dynamo,Infernus,Bebop,Mo & Krill,Lady Geist,Grey Talon,Yamato,Paradox
6326614,The Amber Hand,Vindicta,Warden,Haze,Shiv,Infernus,Dynamo,Bebop,Lady Geist,Paradox,Seven,Wraith,Lash
6326615,The Sapphire Flame,Haze,Yamato,Vindicta,Seven,Grey Talon,Ivy,Lash,Wraith,Abrams,Infernus,McGinnis,Bebop
6326616,The Sapphire Flame,Bebop,Lash,Shiv,Pocket,Haze,Infernus,Abrams,Wraith,Mo & Krill,Vindicta,Viscous,Warden
6326617,The Sapphire Flame,Bebop,Seven,Haze,Wraith,Grey Talon,Ivy,Pocket,Vindicta,Lady Geist,Lash,Infernus,Paradox
6326618,The Sapphire Flame,Paradox,Vindicta,Infernus,Dynamo,Grey Talon,Yamato,Mo & Krill,Lash,Warden,Lady Geist,Abrams,Wraith
6326631,The Sapphire Flame,Dynamo,Wraith,Ivy,Warden,Viscous,Paradox,Lady Geist,Bebop,Kelvin,Grey Talon,Seven,Haze
6326634,The Sapphire Flame,Dynamo,Infernus,Vindicta,Wraith,Shiv,Haze,Paradox,Lady Geist,Bebop,Mo & Krill,Seven,Grey Talon
6326635,The Sapphire Flame,Paradox,Ivy,Wraith,Infernus,Yamato,Abrams,Seven,Haze,Lady Geist,Warden,Dynamo,Bebop
6326636,The Amber Hand,Bebop,Abrams,Wraith,McGinnis,Vindicta,Seven,Pocket,Lash,Kelvin,Viscous,Shiv,Mo & Krill
6326641,The Sapphire Flame,Warden,Vindicta,Infernus,Wraith,Paradox,Seven,Haze,Lady Geist,Bebop,Grey Talon,Dynamo,Pocket
6326642,The Amber Hand,McGinnis,Wraith,Dynamo,Vindicta,Lady Geist,Viscous,Pocket,Haze,Warden,Seven,Kelvin,Infernus
6326643,The Sapphire Flame,Yamato,Bebop,Grey Talon,Pocket,Ivy,Vindicta,Mo & Krill,Warden,Kelvin,Seven,Wraith,Infernus
6326644,The Sapphire Flame,Viscous,Lady Geist,Grey Talon,Bebop,Warden,Abrams,Dynamo,Seven,Vindicta,Wraith,Haze,Infernus
6326647,The Sapphire Flame,Infernus,Paradox,Vindicta,Warden,Wraith,Dynamo,Seven,McGinnis,Kelvin,Haze,Bebop,Grey Talon
6326648,The Sapphire Flame,Grey Talon,Kelvin,Infernus,Warden,Vindicta,Viscous,Bebop,Haze,Abrams,Seven,Paradox,Lash
6326649,The Amber Hand,Wraith,Haze,McGinnis,Kelvin,Lash,Bebop,Shiv,Paradox,Lady Geist,Grey Talon,Dynamo,Seven
6326650,The Sapphire Flame,Seven,Wraith,McGinnis,Bebop,Vindicta,Ivy,Haze,Paradox,Dynamo,Warden,Pocket,Lady Geist
6326651,The Sapphire Flame,Dynamo,Wraith,Yamato,Kelvin,Grey Talon,Bebop,Paradox,McGinnis,Vindicta,Abrams,Infernus,Seven
6326652,The Amber Hand,Haze,Kelvin,McGinnis,Bebop,Mo & Krill,Lash,Wraith,Warden,Lady Geist,Paradox,Grey Talon,Seven
6326658,The Sapphire Flame,Vindicta,Haze,Yamato,Bebop,Infernus,Wraith,Paradox,Lady Geist,Warden,Shiv,McGinnis,Seven
6326659,The Sapphire Flame,Infernus,Grey Talon,McGinnis,Wraith,Paradox,Vindicta,Seven,Ivy,Yamato,Lady Geist,Haze,Lash
6326667,The Sapphire Flame,Grey Talon,Paradox,Abrams,Viscous,Bebop,Infernus,Haze,Seven,Wraith,Vindicta,Kelvin,McGinnis
6326673,The Amber Hand,Lash,Bebop,Pocket,Paradox,Seven,Infernus,Warden,Wraith,Kelvin,Haze,Vindicta,McGinnis
6326674,The Amber Hand,McGinnis,Kelvin,Seven,Infernus,Warden,Abrams,Vindicta,Haze,Wraith,Shiv,Grey Talon,Paradox
6326675,The Sapphire Flame,Wraith,Yamato,Pocket,Lash,Bebop,Infernus,Vindicta,Seven,Haze,Warden,Abrams,McGinnis
6326680,The Sapphire Flame,Infernus,Shiv,Wraith,Seven,McGinnis,Pocket,Viscous,Bebop,Kelvin,Dynamo,Paradox,Haze
6326681,The Amber Hand,Warden,Dynamo,Wraith,Vindicta,Lash,Haze,Bebop,Ivy,Viscous,Kelvin,Seven,Infernus
6326682,The Sapphire Flame,Warden,Vindicta,Kelvin,Infernus,Dynamo,Seven,Haze,McGinnis,Abrams,Bebop,Viscous,Lady Geist
6326683,The Amber Hand,Mo & Krill,Abrams,Seven,McGinnis,Haze,Ivy,Bebop,Infernus,Wraith,Kelvin,Warden,Grey Talon
6326684,The Amber Hand,Wraith,McGinnis,Haze,Bebop,Infernus,Seven,Warden,Ivy,Pocket,Lash,Yamato,Mo & Krill
6326685,The Amber Hand,Haze,Bebop,Paradox,Wraith,Ivy,Seven,Grey Talon,Shiv,Infernus,Viscous,Kelvin,Vindicta
6326686,The Amber Hand,Pocket,Lady Geist,Infernus,Seven,Viscous,Warden,Dynamo,Vindicta,Haze,Bebop,Wraith,Grey Talon
6326687,The Sapphire Flame,Infernus,Warden,Mo & Krill,Kelvin,Paradox,Yamato,Shiv,Seven,Grey Talon,Lady Geist,Dynamo,Haze
6326693,The Sapphire Flame,Kelvin,Ivy,Grey Talon,Seven,Bebop,Lash,Viscous,Paradox,Mo & Krill,Vindicta,Pocket,Lady Geist
6326695,The Sapphire Flame,Dynamo,Bebop,Haze,Abrams,Pocket,Vindicta,McGinnis,Wraith,Grey Talon,Infernus,Seven,Warden
6326696,The Amber Hand,McGinnis,Wraith,Seven,Lady Geist,Warden,Infernus,Haze,Vindicta,Paradox,Yamato,Grey Talon,Mo & Krill
6326698,The Amber Hand,Ivy,Grey Talon,Paradox,Yamato,Viscous,Wraith,Infernus,Seven,Vindicta,Shiv,Haze,Lash
6326699,The Amber Hand,Vindicta,Seven,Viscous,Warden,Lady Geist,Paradox,Haze,Wraith,Kelvin,Abrams,Grey Talon,Infernus
6326702,The Sapphire Flame,Warden,Infernus,Haze,Mo & Krill,Paradox,Kelvin,Wraith,Seven,Vindicta,Abrams,Yamato,McGinnis
6326703,The Sapphire Flame,Wraith,Kelvin,Infernus,Paradox,Haze,Pocket,Mo & Krill,Grey Talon,Bebop,Yamato,Abrams,Seven
6326704,The Sapphire Flame,Shiv,Vindicta,Mo & Krill,Wraith,Infernus,Bebop,Lash,Grey Talon,Seven,Lady Geist,Haze,Yamato
6326705,The Sapphire Flame,Infernus,Grey Talon,Mo & Krill,Seven,Yamato,Haze,Shiv,Viscous,Bebop,Warden,Vindicta,Wraith
6326706,The Amber Hand,Paradox,Viscous,Infernus,Vindicta,Shiv,Dynamo,Grey Talon,Mo & Krill,Warden,Wraith,Lady Geist,McGinnis
6326708,The Sapphire Flame,McGinnis,Wraith,Haze,Lash,Bebop,Seven,Shiv,Vindicta,Infernus,Dynamo,Ivy,Abrams
6326709,The Amber Hand,Seven,Haze,Grey Talon,Infernus,Warden,Lady Geist,Bebop,Shiv,Vindicta,Mo & Krill,Kelvin,Paradox
6326710,The Amber Hand,Lash,McGinnis,Warden,Grey Talon,Infernus,Wraith,Vindicta,Bebop,Mo & Krill,Shiv,Seven,Dynamo
6326711,The Amber Hand,Ivy,Yamato,Wraith,Bebop,McGinnis,Infernus,Viscous,Grey Talon,Kelvin,Seven,Vindicta,Warden
6326712,The Sapphire Flame,Ivy,Lash,Shiv,Wraith,Lady Geist,Vindicta,Seven,Dynamo,Viscous,Bebop,Yamato,Haze
6326713,The Sapphire Flame,Grey Talon,Wraith,Vindicta,Mo & Krill,Bebop,Lash,Seven,Infernus,Yamato,Haze,Abrams,McGinnis
6326714,The Sapphire Flame,Wraith,Abrams,McGinnis,Infernus,Dynamo,Grey Talon,Pocket,Seven,Bebop,Vindicta,Haze,Yamato
6326715,The Sapphire Flame,Ivy,Shiv,Wraith,Vindicta,Grey Talon,Seven,Kelvin,Paradox,Haze,Warden,Bebop,Infernus
6326716,The Sapphire Flame,Wraith,Haze,Vindicta,Kelvin,Bebop,Yamato,Dynamo,Grey Talon,Seven,Lady Geist,Infernus,Mo & Krill
6326717,The Amber Hand,Kelvin,Seven,Paradox,Bebop,Grey Talon,Haze,Wraith,Lash,Infernus,Warden,Pocket,Vindicta
6326719,The Sapphire Flame,Dynamo,Pocket,Wraith,Lash,Grey Talon,Bebop,Lady Geist,Yamato,Ivy,Haze,Seven,Infernus
6326720,The Amber Hand,Lady Geist,Seven,Warden,Abrams,Infernus,Viscous,Bebop,Ivy,McGinnis,Kelvin,Wraith,Paradox
6326721,The Amber Hand,McGinnis,Wraith,Seven,Dynamo,Infernus,Abrams,Ivy,Haze,Lash,Shiv,Vindicta,Mo & Krill
6326722,The Sapphire Flame,Bebop,Pocket,Haze,Vindicta,Abrams,Infernus,Wraith,Warden,Shiv,Seven,Viscous,McGinnis
6326723,The Amber Hand,Kelvin,Ivy,Lash,Lady Geist,Warden,Abrams,Paradox,Infernus,Vindicta,Wraith,Seven,McGinnis
6326724,The Amber Hand,Viscous,Wraith,Ivy,Yamato,McGinnis,Lady Geist,Bebop,Infernus,Vindicta,Seven,Dynamo,Haze
6326727,The Sapphire Flame,Vindicta,Infernus,Pocket,Kelvin,Mo & Krill,Lash,Seven,Ivy,Haze,Viscous,Grey Talon,McGinnis
6326735,The Amber Hand,Infernus,Wraith,Warden,Haze,Kelvin,Seven,Vindicta,Pocket,Lady Geist,McGinnis,Abrams,Dynamo
6326738,The Sapphire Flame,Warden,Dynamo,Infernus,Grey Talon,Vindicta,Wraith,Lash,McGinnis,Seven,Kelvin,Shiv,Pocket
6326740,The Sapphire Flame,Viscous,Vindicta,Lady Geist,Kelvin,Wraith,Bebop,Pocket,Infernus,Seven,McGinnis,Haze,Abrams
6326741,The Amber Hand,Infernus,Seven,Dynamo,Vindicta,Abrams,McGinnis,Haze,Bebop,Mo & Krill,Lady Geist,Wraith,Shiv
6326742,The Sapphire Flame,Infernus,Bebop,Kelvin,Mo & Krill,Warden,Dynamo,Seven,Paradox,Yamato,McGinnis,Haze,Wraith
6326743,The Amber Hand,Pocket,Shiv,Infernus,Abrams,Wraith,Kelvin,Dynamo,Warden,Haze,Seven,Grey Talon,Viscous
6326744,The Sapphire Flame,Paradox,Warden,Haze,McGinnis,Vindicta,Viscous,Mo & Krill,Wraith,Seven,Lady Geist,Kelvin,Lash
6326747,The Sapphire Flame,Warden,Kelvin,Paradox,McGinnis,Abrams,Shiv,Lady Geist,Vindicta,Yamato,Haze,Infernus,Seven
6326748,The Amber Hand,Kelvin,Haze,Wraith,Bebop,Seven,Pocket,Grey Talon,Dynamo,Lash,Warden,Abrams,Yamato
6326754,The Sapphire Flame,Vindicta,Warden,Haze,Lash,Seven,Infernus,Grey Talon,Dynamo,Viscous,Wraith,Bebop,McGinnis
6326755,The Amber Hand,Haze,Mo & Krill,Wraith,Seven,Grey Talon,Shiv,Warden,Kelvin,Infernus,McGinnis,Bebop,Lash
6326759,The Sapphire Flame,Paradox,McGinnis,Wraith,Grey Talon,Vindicta,Haze,Bebop,Seven,Dynamo,Warden,Lady Geist,Infernus
6326763,The Amber Hand,Seven,Kelvin,Vindicta,Infernus,Paradox,Wraith,Yamato,Dynamo,Haze,Ivy,Warden,Mo & Krill
6326764,The Sapphire Flame,Haze,Ivy,Bebop,Vindicta,Pocket,Infernus,Wraith,Abrams,Warden,Seven,Paradox,Yamato
6326766,The Sapphire Flame,Infernus,Wraith,Ivy,Pocket,Kelvin,Lady Geist,Haze,Shiv,McGinnis,Mo & Krill,Seven,Bebop
6326768,The Amber Hand,Warden,Bebop,Vindicta,Infernus,Viscous,Pocket,McGinnis,Seven,Kelvin,Ivy,Grey Talon,Abrams
6326769,The Amber Hand,Seven,Warden,Bebop,Vindicta,Grey Talon,McGinnis,Ivy,Haze,Pocket,Paradox,Kelvin,Infernus
6326770,The Amber Hand,Kelvin,Infernus,Lash,Bebop,Seven,Haze,Vindicta,Wraith,Abrams,Shiv,Dynamo,McGinnis
6326772,The Sapphire Flame,Paradox,Warden,Grey Talon,Shiv,Pocket,Vindicta,Lady Geist,Ivy,Haze,Seven,Bebop,Yamato
6326777,The Amber Hand,Kelvin,Ivy,Warden,Abrams,Wraith,Grey Talon,Infernus,Mo & Krill,Paradox,Haze,Shiv,Viscous
6326779,The Amber Hand,Vindicta,Haze,Seven,Bebop,Wraith,Pocket,Dynamo,Grey Talon,Infernus,Abrams,Yamato,Warden
6326780,The Sapphire Flame,Kelvin,Infernus,Dynamo,Paradox,Warden,Lady Geist,Vindicta,Seven,Lash,Mo & Krill,Bebop,Wraith
6326781,The Amber Hand,Pocket,Abrams,Infernus,Shiv,McGinnis,Paradox,Lady Geist,Kelvin,Grey Talon,Yamato,Haze,Seven
6326786,The Amber Hand,Wraith,Abrams,Haze,Seven,Infernus,Grey Talon,Lash,Viscous,Pocket,Bebop,Ivy,Vindicta
6326787,The Amber Hand,Seven,Lash,Pocket,Mo & Krill,Vindicta,Infernus,Wraith,Warden,Grey Talon,Shiv,Abrams,Haze
6326789,The Sapphire Flame,Vindicta,Dynamo,Lady Geist,Bebop,Seven,Kelvin,Haze,Pocket,Infernus,Abrams,McGinnis,Lash
6326790,The Amber Hand,Bebop,Yamato,Abrams,Dynamo,McGinnis,Ivy,Grey Talon,Infernus,Pocket,Lash,Haze,Wraith
6326797,The Sapphire Flame,Kelvin,McGinnis,Pocket,Lady Geist,Grey Talon,Abrams,Lash,Bebop,Viscous,Haze,Seven,Shiv
6326802,The Amber Hand,Lady Geist,Kelvin,Infernus,Grey Talon,Ivy,Vindicta,McGinnis,Mo & Krill,Haze,Warden,Dynamo,Wraith
6326803,The Amber Hand,Lady Geist,Mo & Krill,Haze,Dynamo,Kelvin,Paradox,McGinnis,Pocket,Infernus,Vindicta,Yamato,Seven
6326806,The Amber Hand,Kelvin,Abrams,Haze,McGinnis,Grey Talon,Seven,Wraith,Shiv,Warden,Bebop,Vindicta,Mo & Krill
6326807,The Amber Hand,Viscous,Bebop,Infernus,Vindicta,Warden,Mo & Krill,Haze,Seven,Wraith,Dynamo,Lady Geist,Grey Talon
6326808,The Sapphire Flame,Warden,Yamato,Ivy,Haze,Grey Talon,Pocket,Kelvin,Bebop,Seven,Lash,Vindicta,Shiv
6326809,The Sapphire Flame,Yamato,Haze,Grey Talon,Seven,Lady Geist,Kelvin,Infernus,Vindicta,Lash,Abrams,Pocket,Wraith
6326810,The Amber Hand,Vindicta,Infernus,Yamato,Abrams,Kelvin,Seven,Pocket,Haze,Shiv,Wraith,Viscous,McGinnis
6326813,The Amber Hand,Bebop,Yamato,Infernus,Seven,Wraith,Paradox,Haze,Pocket,Warden,Vindicta,Grey Talon,McGinnis
6326814,The Sapphire Flame,Grey Talon,Seven,McGinnis,Viscous,Vindicta,Bebop,Infernus,Yamato,Warden,Haze,Abrams,Wraith
6326815,The Sapphire Flame,Warden,Vindicta,Mo & Krill,Grey Talon,Infernus,Seven,Wraith,Paradox,Bebop,Haze,Shiv,Abrams
6326816,The Sapphire Flame,Shiv,Wraith,Warden,Seven,Infernus,Yamato,Abrams,Haze,McGinnis,Pocket,Bebop,Grey Talon
6326817,The Amber Hand,Grey Talon,Bebop,Seven,Pocket,McGinnis,Shiv,Yamato,Viscous,Haze,Lady Geist,Infernus,Vindicta
6326822,The Sapphire Flame,Viscous,Abrams,McGinnis,Infernus,Wraith,Yamato,Seven,Grey Talon,Warden,Vindicta,Ivy,Lady Geist
6326823,The Sapphire Flame,Mo & Krill,Lady Geist,Seven,Bebop,Haze,Wraith,Warden,McGinnis,Grey Talon,Infernus,Viscous,Dynamo
6326826,The Amber Hand,Yamato,Bebop,Lash,Abrams,Grey Talon,Kelvin,Shiv,Lady Geist,Haze,Wraith,Vindicta,Seven
6326833,The Sapphire Flame,Pocket,Ivy,Yamato,Vindicta,Lady Geist,Haze,Viscous,Seven,Shiv,McGinnis,Grey Talon,Bebop
6326834,The Amber Hand,Vindicta,Mo & Krill,Lash,Kelvin,Dynamo,Wraith,McGinnis,Grey Talon,Haze,Bebop,Pocket,Seven
6326835,The Amber Hand,Wraith,Bebop,Kelvin,Infernus,McGinnis,Haze,Seven,Shiv,Lady Geist,Mo & Krill,Viscous,Yamato
6326836,The Sapphire Flame,Wraith,Vindicta,Warden,Paradox,Shiv,Dynamo,Haze,Grey Talon,Bebop,Lash,McGinnis,Seven
6326837,The Amber Hand,Wraith,Grey Talon,Vindicta,Lady Geist,Abrams,Warden,Bebop,Haze,Yamato,Lash,Seven,Infernus
6326842,The Amber Hand,Shiv,Vindicta,Haze,Dynamo,Viscous,Seven,Mo & Krill,Lash,Abrams,Ivy,Infernus,Wraith
6326845,The Amber Hand,Kelvin,Haze,Seven,Grey Talon,Warden,Wraith,Shiv,Ivy,Vindicta,Yamato,Abrams,Mo & Krill
6326846,The Amber Hand,McGinnis,Seven,Infernus,Paradox,Lash,Vindicta,Yamato,Bebop,Kelvin,Shiv,Wraith,Warden
6326847,The Sapphire Flame,Shiv,Seven,Abrams,Yamato,Haze,Infernus,Viscous,Bebop,McGinnis,Grey Talon,Warden,Lady Geist
6326848,The Amber Hand,McGinnis,Wraith,Seven,Abrams,Haze,Infernus,Vindicta,Lady Geist,Grey Talon,Paradox,Yamato,Bebop
6326849,The Sapphire Flame,Haze,Vindicta,Yamato,Paradox,Kelvin,Viscous,Mo & Krill,Infernus,Lady Geist,Wraith,Seven,Pocket
6326851,The Amber Hand,McGinnis,Wraith,Pocket,Grey Talon,Vindicta,Seven,Kelvin,Dynamo,Infernus,Yamato,Haze,Warden
6326852,The Amber Hand,Yamato,Seven,Shiv,McGinnis,Bebop,Kelvin,Infernus,Paradox,Wraith,Grey Talon,Vindicta,Haze
6326853,The Sapphire Flame,Yamato,Wraith,Vindicta,Bebop,Dynamo,Lady Geist,Ivy,Kelvin,Abrams,Pocket,Lash,Haze
6326855,The Amber Hand,Paradox,McGinnis,Warden,Infernus,Bebop,Vindicta,Yamato,Grey Talon,Wraith,Seven,Abrams,Haze
6326856,The Sapphire Flame,Bebop,Haze,Wraith,Lash,Seven,Yamato,Infernus,Pocket,Vindicta,Paradox,Warden,Grey Talon
6326857,The Amber Hand,Seven,Haze,Wraith,Grey Talon,Yamato,Abrams,Kelvin,Infernus,Bebop,Mo & Krill,Lady Geist,Vindicta
6326858,The Sapphire Flame,Seven,Infernus,Warden,Vindicta,Haze,Grey Talon,Dynamo,Lash,McGinnis,Lady Geist,Wraith,Abrams
6326861,The Sapphire Flame,Haze,McGinnis,Infernus,Viscous,Seven,Wraith,Dynamo,Grey Talon,Lash,Pocket,Vindicta,Bebop
6326862,The Sapphire Flame,Ivy,Seven,Shiv,Lady Geist,Wraith,Grey Talon,Haze,Bebop,Vindicta,Pocket,Lash,Yamato
6326863,The Sapphire Flame,Bebop,Warden,Grey Talon,Infernus,Shiv,Seven,Wraith,Haze,McGinnis,Yamato,Mo & Krill,Vindicta
