matchid,duration,winner,hero_1_A,hero_2_A,hero_3_A,hero_4_A,hero_5_A,hero_6_A,hero_1_B,hero_2_B,hero_3_B,hero_4_B,hero_5_B,hero_6_B
6428980,20:21,0,bebop,haze,mo & krill,seven,paradox,ivy,kelvin,abrams,infernus,vindicta,shiv,grey talon
6428982,68:06,0,yamato,viscous,lady geist,infernus,shiv,paradox,seven,abrams,vindicta,wraith,ivy,pocket
6428983,18:51,1,seven,haze,warden,dynamo,mcginnis,lash,vindicta,yamato,infernus,wraith,lady geist,pocket
6428986,29:52,1,lady geist,seven,pocket,wraith,abrams,warden,yamato,kelvin,viscous,vindicta,shiv,mo & krill
6428987,26:03,0,ivy,seven,bebop,grey talon,viscous,mcginnis,mo & krill,yamato,haze,wraith,vindicta,dynamo
6428988,29:12,1,infernus,vindicta,abrams,pocket,grey talon,ivy,seven,haze,warden,lady geist,bebop,mcginnis
6428998,55:14,1,paradox,abrams,infernus,lash,mcginnis,ivy,lady geist,mo & krill,bebop,kelvin,seven,haze
6428999,42:09,0,shiv,grey talon,dynamo,mo & krill,viscous,haze,wraith,ivy,bebop,abrams,seven,warden
6429000,22:54,1,wraith,haze,infernus,pocket,vindicta,shiv,kelvin,viscous,grey talon,seven,bebop,mcginnis
6429001,21:43,1,yamato,infernus,pocket,wraith,haze,ivy,paradox,mo & krill,seven,mcginnis,warden,shiv
6429002,38:24,0,paradox,mcginnis,dynamo,warden,mo & krill,wraith,pocket,seven,haze,vindicta,infernus,yamato
6429003,17:41,1,bebop,wraith,mcginnis,haze,dynamo,kelvin,yamato,grey talon,seven,vindicta,pocket,lady geist
6429004,19:49,1,vindicta,mcginnis,infernus,wraith,bebop,grey talon,haze,warden,shiv,ivy,seven,dynamo
6429005,39:10,0,bebop,abrams,seven,dynamo,viscous,infernus,haze,kelvin,warden,paradox,wraith,vindicta
6429006,29:33,1,kelvin,haze,abrams,grey talon,bebop,lady geist,shiv,seven,pocket,mcginnis,paradox,infernus
6429010,31:29,0,seven,abrams,haze,grey talon,vindicta,infernus,warden,pocket,viscous,dynamo,ivy,paradox
6429015,27:57,1,kelvin,seven,lady geist,bebop,grey talon,abrams,warden,haze,ivy,yamato,dynamo,infernus
6429016,21:07,0,yamato,pocket,warden,vindicta,bebop,ivy,grey talon,shiv,haze,kelvin,wraith,seven
6429020,35:10,0,haze,infernus,bebop,viscous,shiv,abrams,warden,lash,seven,grey talon,pocket,mcginnis
6429026,30:48,0,mcginnis,kelvin,paradox,vindicta,bebop,infernus,mo & krill,lash,seven,yamato,dynamo,grey talon
6429028,35:48,1,lady geist,infernus,vindicta,paradox,wraith,abrams,seven,haze,bebop,grey talon,yamato,shiv
6429033,23:42,0,viscous,mo & krill,lash,bebop,dynamo,ivy,warden,haze,vindicta,grey talon,wraith,infernus
6429040,37:57,1,paradox,seven,pocket,ivy,vindicta,lady geist,kelvin,wraith,infernus,mcginnis,shiv,haze
6429042,31:31,0,lash,infernus,seven,shiv,vindicta,lady geist,pocket,kelvin,wraith,abrams,paradox,haze
6429043,30:22,0,abrams,warden,vindicta,lady geist,wraith,ivy,seven,infernus,mo & krill,haze,shiv,bebop
6429044,33:46,1,wraith,warden,seven,haze,infernus,bebop,kelvin,grey talon,vindicta,mo & krill,viscous,lady geist
6429047,19:10,1,wraith,infernus,lady geist,yamato,haze,vindicta,seven,bebop,abrams,mcginnis,paradox,viscous
6429048,10:59,1,infernus,dynamo,grey talon,shiv,bebop,haze,pocket,abrams,lady geist,vindicta,seven,warden
6429050,23:47,1,infernus,mcginnis,vindicta,abrams,kelvin,dynamo,bebop,haze,grey talon,seven,lady geist,wraith
6429051,34:47,0,lash,shiv,infernus,seven,haze,grey talon,mo & krill,bebop,wraith,abrams,kelvin,ivy
6429052,23:44,1,vindicta,paradox,yamato,pocket,wraith,ivy,lash,lady geist,seven,viscous,haze,infernus
6429054,27:36,1,seven,lash,mcginnis,bebop,kelvin,dynamo,abrams,infernus,vindicta,grey talon,haze,wraith
6429057,24:08,0,lady geist,seven,infernus,shiv,haze,wraith,vindicta,grey talon,paradox,mcginnis,bebop,dynamo
6429058,41:48,0,grey talon,lady geist,infernus,mcginnis,warden,ivy,seven,vindicta,kelvin,wraith,shiv,bebop
6429059,32:16,0,bebop,dynamo,seven,mo & krill,mcginnis,haze,vindicta,warden,yamato,abrams,paradox,grey talon
6429060,26:01,1,dynamo,ivy,viscous,bebop,haze,grey talon,paradox,infernus,seven,shiv,kelvin,wraith
6429061,35:15,0,viscous,infernus,grey talon,dynamo,seven,shiv,pocket,abrams,lash,haze,mcginnis,vindicta
6429064,23:14,0,wraith,dynamo,abrams,viscous,paradox,yamato,seven,haze,kelvin,pocket,lash,ivy
6429069,31:33,0,haze,vindicta,wraith,viscous,abrams,warden,seven,infernus,lady geist,mcginnis,paradox,shiv
6429072,18:39,1,haze,seven,grey talon,shiv,bebop,wraith,ivy,vindicta,mcginnis,yamato,warden,infernus
6429074,30:51,1,wraith,seven,lady geist,paradox,dynamo,infernus,vindicta,haze,yamato,mcginnis,mo & krill,pocket
6429076,32:11,0,yamato,infernus,ivy,kelvin,viscous,lady geist,shiv,seven,mcginnis,mo & krill,bebop,grey talon
6429079,43:36,0,vindicta,seven,bebop,ivy,paradox,mcginnis,lady geist,yamato,pocket,warden,haze,wraith
6429081,29:54,0,kelvin,grey talon,lash,warden,mo & krill,paradox,lady geist,seven,infernus,shiv,vindicta,mcginnis
6429082,36:23,1,abrams,pocket,vindicta,mcginnis,haze,lady geist,shiv,bebop,infernus,lash,grey talon,seven
6429083,42:51,0,haze,paradox,kelvin,wraith,shiv,seven,infernus,lady geist,vindicta,abrams,viscous,ivy
6429085,35:17,0,haze,seven,lash,mcginnis,dynamo,abrams,infernus,grey talon,lady geist,viscous,paradox,kelvin
6429087,27:31,0,wraith,haze,infernus,mcginnis,kelvin,vindicta,ivy,grey talon,pocket,yamato,bebop,seven
6429089,36:45,0,kelvin,dynamo,warden,yamato,mcginnis,viscous,lady geist,grey talon,mo & krill,seven,bebop,lash
6429090,16:27,0,seven,vindicta,pocket,wraith,infernus,haze,paradox,dynamo,warden,grey talon,lady geist,yamato
6429091,30:26,1,mo & krill,haze,seven,shiv,vindicta,wraith,lash,dynamo,grey talon,infernus,bebop,yamato
6429092,18:38,1,shiv,abrams,pocket,wraith,dynamo,haze,viscous,seven,kelvin,mcginnis,vindicta,infernus
6429093,10:00,0,vindicta,wraith,dynamo,haze,grey talon,warden,paradox,mcginnis,pocket,abrams,infernus,seven
6429095,21:11,1,abrams,viscous,yamato,paradox,haze,mo & krill,dynamo,infernus,lady geist,kelvin,seven,wraith
6429098,30:34,1,kelvin,grey talon,shiv,vindicta,mo & krill,lady geist,mcginnis,seven,wraith,yamato,bebop,infernus
6429099,24:43,1,haze,mcginnis,bebop,dynamo,seven,infernus,kelvin,wraith,warden,vindicta,lady geist,shiv
6429100,25:43,0,mcginnis,ivy,infernus,vindicta,haze,mo & krill,pocket,bebop,seven,paradox,wraith,lash
6429101,24:46,0,haze,infernus,wraith,seven,shiv,vindicta,yamato,lash,mcginnis,dynamo,viscous,mo & krill
6429102,31:08,1,bebop,yamato,dynamo,seven,mcginnis,haze,pocket,warden,paradox,abrams,viscous,lash
6429111,17:15,1,bebop,pocket,grey talon,haze,abrams,mcginnis,mo & krill,warden,seven,kelvin,vindicta,yamato
6429113,28:39,0,haze,seven,wraith,grey talon,vindicta,bebop,shiv,pocket,lady geist,viscous,paradox,infernus
6429117,37:17,1,grey talon,wraith,vindicta,warden,shiv,ivy,haze,infernus,abrams,seven,lady geist,pocket
6429118,19:30,0,warden,wraith,bebop,yamato,seven,abrams,mcginnis,grey talon,viscous,lash,kelvin,haze
6429119,30:11,0,infernus,mo & krill,paradox,abrams,wraith,yamato,haze,grey talon,seven,dynamo,bebop,lash
6429127,42:46,1,mcginnis,warden,mo & krill,haze,vindicta,paradox,ivy,kelvin,seven,wraith,bebop,infernus
6429132,33:09,1,bebop,mcginnis,warden,haze,infernus,paradox,shiv,wraith,vindicta,lady geist,grey talon,dynamo
6429133,47:43,1,bebop,lady geist,infernus,haze,paradox,lash,pocket,dynamo,grey talon,seven,viscous,abrams
6429135,22:48,0,shiv,lady geist,mcginnis,ivy,paradox,wraith,lash,infernus,haze,grey talon,abrams,kelvin
6429136,38:37,1,grey talon,yamato,bebop,shiv,infernus,abrams,kelvin,warden,haze,lady geist,mo & krill,seven
6429137,35:01,0,kelvin,grey talon,bebop,yamato,shiv,lady geist,seven,infernus,haze,ivy,mcginnis,mo & krill
6429138,27:31,0,viscous,ivy,kelvin,grey talon,seven,shiv,paradox,lady geist,lash,dynamo,haze,vindicta
6429142,15:43,0,lady geist,infernus,mo & krill,mcginnis,lash,seven,wraith,pocket,ivy,haze,kelvin,vindicta
6429144,31:56,1,haze,dynamo,infernus,lady geist,abrams,seven,shiv,pocket,mcginnis,bebop,paradox,ivy
6429145,35:49,0,kelvin,mo & krill,paradox,haze,shiv,pocket,lash,viscous,abrams,vindicta,warden,seven
6429146,38:53,1,abrams,bebop,paradox,grey talon,vindicta,pocket,kelvin,haze,infernus,lash,wraith,ivy
6429147,26:43,1,ivy,kelvin,yamato,bebop,lash,vindicta,grey talon,seven,haze,pocket,mcginnis,abrams
6429148,26:34,0,warden,seven,haze,yamato,wraith,bebop,vindicta,paradox,infernus,viscous,lash,pocket
6429150,39:12,0,mcginnis,lash,haze,ivy,grey talon,pocket,paradox,mo & krill,kelvin,lady geist,seven,infernus
6429151,17:28,1,bebop,vindicta,seven,viscous,lady geist,paradox,grey talon,yamato,pocket,lash,warden,haze
6429152,35:26,1,infernus,vindicta,seven,abrams,haze,warden,grey talon,lady geist,wraith,kelvin,shiv,pocket
6429153,35:02,0,yamato,ivy,seven,shiv,vindicta,warden,dynamo,wraith,haze,viscous,lash,pocket
6429154,36:15,1,kelvin,lady geist,infernus,lash,mo & krill,bebop,pocket,viscous,seven,grey talon,mcginnis,abrams
6429156,31:41,0,seven,paradox,lady geist,abrams,vindicta,haze,bebop,lash,wraith,dynamo,infernus,viscous
6429157,35:55,1,wraith,infernus,vindicta,viscous,shiv,lash,mcginnis,haze,seven,bebop,paradox,mo & krill
6429158,42:51,1,yamato,infernus,warden,seven,lady geist,abrams,mcginnis,pocket,shiv,dynamo,haze,mo & krill
6429159,38:54,0,ivy,seven,yamato,viscous,haze,wraith,bebop,mo & krill,paradox,vindicta,dynamo,infernus
6429160,26:05,1,wraith,seven,warden,ivy,mo & krill,bebop,vindicta,abrams,shiv,viscous,haze,pocket
6429166,17:10,1,wraith,seven,paradox,haze,pocket,lady geist,warden,abrams,kelvin,bebop,vindicta,viscous
6429167,46:03,1,paradox,kelvin,abrams,mo & krill,bebop,warden,mcginnis,shiv,yamato,pocket,grey talon,infernus
6429168,38:39,1,shiv,kelvin,bebop,warden,yamato,lady geist,lash,dynamo,seven,haze,infernus,wraith
6429169,33:30,1,wraith,infernus,abrams,bebop,shiv,dynamo,ivy,yamato,lash,pocket,viscous,seven
6429170,18:07,1,haze,infernus,grey talon,ivy,wraith,vindicta,warden,mo & krill,yamato,lash,bebop,seven
6429171,41:33,1,vindicta,haze,paradox,bebop,pocket,grey talon,lady geist,infernus,yamato,abrams,warden,seven
6429172,41:38,0,haze,paradox,bebop,pocket,mcginnis,mo & krill,shiv,warden,dynamo,seven,vindicta,ivy
6429173,33:50,0,wraith,yamato,seven,paradox,haze,abrams,lash,warden,mo & krill,dynamo,grey talon,lady geist
6429174,20:30,0,kelvin,bebop,seven,lady geist,warden,grey talon,shiv,vindicta,abrams,viscous,infernus,wraith
6429175,36:18,0,wraith,viscous,lady geist,haze,grey talon,seven,vindicta,infernus,abrams,warden,bebop,mcginnis
6429176,24:55,0,dynamo,lady geist,vindicta,infernus,ivy,seven,haze,grey talon,warden,mcginnis,lash,abrams
6429180,31:57,1,vindicta,wraith,ivy,bebop,infernus,lash,pocket,haze,paradox,warden,seven,dynamo
6429181,11:33,0,warden,bebop,mcginnis,viscous,seven,ivy,vindicta,infernus,haze,wraith,dynamo,yamato
6429182,33:50,1,paradox,grey talon,mcginnis,wraith,viscous,abrams,haze,vindicta,warden,mo & krill,lash,bebop
6429183,42:45,0,lady geist,bebop,vindicta,warden,yamato,grey talon,mcginnis,abrams,paradox,pocket,dynamo,seven
6429184,37:25,1,seven,dynamo,pocket,vindicta,shiv,haze,mo & krill,wraith,warden,bebop,infernus,lash
6429185,23:15,1,wraith,kelvin,ivy,vindicta,infernus,grey talon,seven,mcginnis,lash,shiv,lady geist,haze
6429187,16:29,1,wraith,mo & krill,bebop,haze,lash,grey talon,viscous,vindicta,mcginnis,abrams,seven,pocket
6429188,18:28,0,viscous,warden,dynamo,seven,grey talon,paradox,mcginnis,mo & krill,haze,vindicta,pocket,wraith
6429189,44:09,1,vindicta,wraith,warden,lash,bebop,viscous,yamato,haze,seven,mo & krill,lady geist,shiv
6429190,38:41,1,abrams,kelvin,vindicta,bebop,yamato,lady geist,seven,viscous,paradox,wraith,haze,infernus
6429191,40:47,1,vindicta,infernus,pocket,haze,yamato,viscous,mcginnis,kelvin,bebop,paradox,wraith,seven
6429193,37:13,0,yamato,abrams,vindicta,seven,warden,wraith,haze,lady geist,ivy,paradox,dynamo,bebop
6429194,25:24,1,ivy,viscous,abrams,grey talon,shiv,warden,lady geist,infernus,bebop,vindicta,seven,lash
6429195,28:42,1,kelvin,haze,bebop,ivy,wraith,grey talon,paradox,mcginnis,seven,vindicta,abrams,mo & krill
6429198,32:55,0,shiv,warden,seven,lash,bebop,haze,viscous,infernus,wraith,kelvin,grey talon,mcginnis
6429204,34:37,1,vindicta,yamato,wraith,lady geist,mcginnis,bebop,pocket,dynamo,viscous,warden,haze,seven
6429206,17:08,0,paradox,wraith,ivy,viscous,bebop,yamato,infernus,lady geist,seven,haze,mcginnis,vindicta
6429207,29:23,1,wraith,seven,ivy,vindicta,viscous,infernus,bebop,dynamo,kelvin,mcginnis,lady geist,grey talon
6429209,18:18,1,infernus,wraith,paradox,kelvin,vindicta,seven,mo & krill,grey talon,haze,mcginnis,viscous,bebop
6429210,15:47,0,mo & krill,infernus,haze,mcginnis,pocket,shiv,wraith,paradox,viscous,abrams,grey talon,seven
6429212,27:01,0,mo & krill,shiv,dynamo,kelvin,seven,paradox,grey talon,bebop,infernus,vindicta,haze,warden
6429213,35:12,0,yamato,abrams,infernus,wraith,viscous,grey talon,vindicta,mcginnis,lash,paradox,kelvin,haze
6429214,14:58,0,wraith,shiv,viscous,warden,vindicta,haze,infernus,kelvin,seven,abrams,dynamo,grey talon
6429216,28:24,0,seven,bebop,infernus,dynamo,paradox,lash,pocket,warden,haze,vindicta,lady geist,wraith
6429217,32:21,0,abrams,bebop,wraith,seven,warden,yamato,lash,lady geist,vindicta,mcginnis,kelvin,haze
6429219,33:59,0,shiv,infernus,viscous,seven,mcginnis,yamato,mo & krill,paradox,vindicta,wraith,warden,bebop
6429222,27:20,0,lash,grey talon,pocket,dynamo,infernus,ivy,abrams,mcginnis,bebop,haze,yamato,seven
6429228,25:00,0,ivy,viscous,vindicta,warden,grey talon,yamato,infernus,pocket,seven,haze,abrams,shiv
6429235,45:39,0,wraith,haze,shiv,kelvin,seven,abrams,yamato,mcginnis,vindicta,grey talon,bebop,infernus
6429236,34:31,0,paradox,abrams,lash,seven,mcginnis,haze,shiv,infernus,wraith,ivy,bebop,warden
6429237,26:09,1,vindicta,paradox,abrams,lady geist,dynamo,lash,seven,warden,infernus,grey talon,haze,ivy
6429238,18:03,0,kelvin,bebop,dynamo,vindicta,lady geist,wraith,haze,seven,paradox,abrams,mcginnis,grey talon
6429240,24:34,1,warden,lady geist,seven,vindicta,dynamo,bebop,wraith,kelvin,viscous,ivy,pocket,haze
6429241,48:07,1,viscous,bebop,abrams,haze,shiv,mcginnis,seven,paradox,vindicta,infernus,kelvin,yamato
6429242,18:23,0,paradox,infernus,bebop,mcginnis,seven,shiv,haze,wraith,ivy,vindicta,pocket,kelvin
6429243,24:53,0,infernus,pocket,viscous,seven,paradox,vindicta,yamato,haze,kelvin,mcginnis,dynamo,wraith
6429244,32:05,1,grey talon,warden,abrams,vindicta,mcginnis,haze,infernus,bebop,seven,paradox,kelvin,dynamo
6429245,29:31,0,shiv,wraith,dynamo,infernus,seven,vindicta,lady geist,bebop,abrams,warden,mcginnis,haze
6429246,21:58,1,grey talon,kelvin,haze,shiv,lady geist,bebop,wraith,seven,abrams,mcginnis,dynamo,vindicta
6429251,24:06,1,infernus,seven,grey talon,vindicta,lady geist,abrams,ivy,wraith,kelvin,haze,lash,dynamo
6429253,16:12,1,ivy,lady geist,grey talon,dynamo,infernus,lash,seven,abrams,pocket,paradox,warden,wraith
6429268,43:37,1,abrams,dynamo,grey talon,haze,wraith,pocket,seven,bebop,mo & krill,lady geist,kelvin,infernus
6429269,43:57,1,ivy,paradox,bebop,seven,haze,grey talon,lash,abrams,lady geist,wraith,vindicta,shiv
6429271,22:14,0,infernus,ivy,wraith,grey talon,pocket,vindicta,paradox,dynamo,haze,seven,viscous,bebop
6429272,28:55,0,mo & krill,vindicta,kelvin,grey talon,lady geist,seven,shiv,pocket,haze,dynamo,lash,bebop
6429274,34:11,1,grey talon,pocket,mo & krill,seven,yamato,bebop,paradox,vindicta,ivy,shiv,viscous,mcginnis
6429278,28:17,1,mo & krill,wraith,paradox,grey talon,kelvin,ivy,mcginnis,vindicta,seven,pocket,warden,infernus
6429285,19:40,0,lash,paradox,dynamo,mcginnis,shiv,seven,haze,lady geist,pocket,yamato,infernus,abrams
6429286,28:27,1,seven,vindicta,viscous,mcginnis,bebop,wraith,infernus,warden,pocket,paradox,haze,yamato
6429287,33:03,0,lady geist,haze,ivy,viscous,seven,vindicta,infernus,lash,yamato,mo & krill,shiv,wraith
6429288,13:49,0,bebop,lady geist,grey talon,wraith,mcginnis,ivy,warden,haze,mo & krill,infernus,vindicta,seven
6429289,28:28,1,kelvin,wraith,bebop,abrams,grey talon,seven,vindicta,yamato,infernus,viscous,shiv,haze
6429301,51:05,0,bebop,viscous,wraith,infernus,seven,haze,kelvin,lash,mo & krill,paradox,lady geist,pocket
6429302,29:40,1,infernus,haze,mcginnis,wraith,bebop,grey talon,shiv,dynamo,ivy,paradox,seven,warden
6429304,25:47,0,haze,infernus,pocket,shiv,viscous,seven,mcginnis,vindicta,ivy,bebop,grey talon,wraith
6429305,17:25,1,haze,seven,paradox,dynamo,abrams,grey talon,bebop,ivy,yamato,infernus,vindicta,wraith
6429306,23:09,1,kelvin,haze,infernus,yamato,wraith,grey talon,mcginnis,viscous,bebop,paradox,mo & krill,seven
6429307,35:38,0,seven,vindicta,lash,warden,haze,abrams,mcginnis,infernus,dynamo,grey talon,yamato,kelvin
6429308,32:21,0,mo & krill,wraith,yamato,kelvin,mcginnis,lady geist,paradox,vindicta,abrams,haze,grey talon,seven
6429311,29:19,0,seven,pocket,viscous,abrams,shiv,paradox,infernus,grey talon,wraith,vindicta,warden,haze
6429314,23:39,1,vindicta,grey talon,haze,warden,abrams,shiv,wraith,dynamo,bebop,pocket,seven,paradox
6429316,48:33,0,pocket,ivy,vindicta,lady geist,haze,viscous,infernus,warden,abrams,wraith,paradox,seven
6429322,10:13,0,dynamo,mcginnis,haze,warden,lash,abrams,seven,infernus,vindicta,lady geist,yamato,grey talon
6429325,28:22,0,lash,haze,seven,mcginnis,lady geist,wraith,yamato,bebop,paradox,viscous,pocket,abrams
6429328,19:04,0,bebop,grey talon,seven,warden,yamato,kelvin,dynamo,viscous,infernus,vindicta,wraith,haze
6429330,49:32,1,shiv,bebop,haze,viscous,grey talon,mo & krill,warden,yamato,abrams,wraith,pocket,kelvin
6429332,19:03,1,abrams,grey talon,haze,viscous,warden,wraith,pocket,infernus,vindicta,seven,mcginnis,lash
6429333,40:03,0,infernus,haze,seven,abrams,lady geist,wraith,paradox,kelvin,mcginnis,bebop,vindicta,dynamo
6429334,38:53,0,infernus,shiv,bebop,paradox,abrams,kelvin,mcginnis,mo & krill,dynamo,ivy,grey talon,seven
6429335,24:40,1,shiv,kelvin,grey talon,abrams,viscous,seven,ivy,wraith,vindicta,pocket,yamato,haze
6429336,31:08,0,vindicta,mo & krill,seven,infernus,dynamo,mcginnis,bebop,wraith,abrams,yamato,ivy,kelvin
6429337,20:04,1,haze,lady geist,viscous,shiv,warden,seven,grey talon,kelvin,wraith,dynamo,infernus,vindicta
6429338,36:23,1,bebop,wraith,pocket,kelvin,haze,warden,ivy,vindicta,infernus,abrams,yamato,seven
6429340,20:20,1,bebop,kelvin,seven,shiv,wraith,infernus,mcginnis,viscous,lash,vindicta,warden,haze
6429342,37:17,1,ivy,yamato,infernus,viscous,wraith,grey talon,bebop,seven,mcginnis,warden,haze,paradox
6429343,25:08,0,mcginnis,lash,paradox,lady geist,yamato,abrams,grey talon,seven,kelvin,haze,bebop,infernus
6429344,40:04,1,grey talon,vindicta,warden,mcginnis,haze,dynamo,wraith,paradox,infernus,viscous,lady geist,shiv
6429345,32:17,1,pocket,vindicta,mo & krill,wraith,seven,paradox,infernus,lady geist,bebop,grey talon,haze,dynamo
6429350,28:45,1,haze,kelvin,lady geist,mcginnis,yamato,dynamo,viscous,infernus,grey talon,abrams,wraith,ivy
6429353,30:14,0,bebop,pocket,yamato,mo & krill,infernus,haze,warden,wraith,viscous,lash,vindicta,seven
6429354,42:31,0,ivy,haze,vindicta,infernus,lady geist,paradox,lash,kelvin,mcginnis,grey talon,seven,yamato
6429355,27:03,1,haze,kelvin,abrams,shiv,viscous,seven,yamato,vindicta,paradox,mcginnis,warden,pocket
6429357,40:43,1,warden,wraith,paradox,bebop,dynamo,grey talon,seven,haze,infernus,vindicta,pocket,abrams
6429359,28:09,0,abrams,grey talon,haze,ivy,mcginnis,dynamo,wraith,seven,paradox,bebop,kelvin,infernus
6429360,41:49,1,bebop,mcginnis,viscous,seven,ivy,mo & krill,wraith,vindicta,grey talon,infernus,abrams,lady geist
6429361,38:16,1,mo & krill,infernus,vindicta,pocket,warden,lash,bebop,seven,mcginnis,wraith,yamato,dynamo
6429363,33:56,0,mo & krill,infernus,wraith,seven,grey talon,abrams,paradox,haze,kelvin,pocket,mcginnis,lady geist
6429365,41:30,1,paradox,infernus,bebop,lady geist,pocket,wraith,dynamo,vindicta,yamato,kelvin,mcginnis,haze
6429367,32:46,1,infernus,mcginnis,haze,dynamo,abrams,ivy,grey talon,viscous,seven,lash,wraith,bebop
6429368,23:59,0,dynamo,seven,wraith,haze,mcginnis,infernus,pocket,vindicta,bebop,lash,paradox,kelvin
6429372,13:00,1,paradox,shiv,lash,ivy,grey talon,vindicta,seven,warden,dynamo,viscous,pocket,mcginnis
6429373,30:42,1,mcginnis,grey talon,kelvin,paradox,ivy,wraith,seven,infernus,lash,abrams,yamato,vindicta
6429374,22:27,0,lady geist,wraith,shiv,paradox,haze,grey talon,dynamo,seven,vindicta,infernus,kelvin,viscous
6429375,27:24,1,ivy,kelvin,haze,dynamo,bebop,abrams,grey talon,vindicta,paradox,seven,infernus,wraith
6429376,39:19,0,warden,haze,seven,vindicta,infernus,paradox,wraith,pocket,abrams,mo & krill,lady geist,ivy
6429377,27:45,0,pocket,viscous,wraith,mo & krill,warden,seven,vindicta,ivy,yamato,haze,abrams,infernus
6429381,23:33,1,grey talon,wraith,shiv,mcginnis,dynamo,vindicta,bebop,abrams,lady geist,infernus,kelvin,ivy
6429382,35:47,0,infernus,bebop,grey talon,abrams,mcginnis,lash,warden,haze,lady geist,mo & krill,kelvin,viscous
6429383,39:05,1,lash,bebop,vindicta,wraith,seven,pocket,abrams,shiv,mo & krill,yamato,infernus,haze
6429386,17:23,1,vindicta,pocket,yamato,kelvin,haze,wraith,lady geist,warden,mcginnis,paradox,bebop,seven
6429387,31:56,0,shiv,infernus,mcginnis,seven,haze,warden,lash,grey talon,abrams,bebop,kelvin,vindicta
6429388,29:23,1,pocket,seven,infernus,yamato,mcginnis,haze,wraith,kelvin,paradox,vindicta,lady geist,bebop
6429389,33:35,0,infernus,yamato,seven,viscous,haze,mcginnis,wraith,vindicta,paradox,abrams,grey talon,bebop
6429390,40:22,1,mo & krill,infernus,abrams,kelvin,viscous,seven,grey talon,vindicta,bebop,yamato,mcginnis,haze
6429391,26:38,1,seven,pocket,shiv,vindicta,infernus,ivy,grey talon,haze,lady geist,mcginnis,lash,dynamo
6429394,25:54,0,abrams,grey talon,seven,dynamo,paradox,mcginnis,mo & krill,vindicta,pocket,haze,shiv,lady geist
6429395,28:40,1,mo & krill,wraith,bebop,kelvin,mcginnis,warden,seven,haze,abrams,infernus,vindicta,paradox
6429397,30:11,1,kelvin,mcginnis,abrams,vindicta,warden,ivy,pocket,seven,grey talon,bebop,wraith,lady geist
6429398,25:41,0,lash,ivy,dynamo,warden,shiv,seven,wraith,vindicta,mcginnis,abrams,grey talon,haze
6429399,27:29,0,haze,vindicta,mcginnis,kelvin,bebop,infernus,wraith,seven,pocket,viscous,yamato,dynamo
6429400,26:05,1,haze,mcginnis,vindicta,yamato,grey talon,shiv,viscous,warden,seven,wraith,abrams,pocket
6429404,46:16,1,grey talon,seven,mcginnis,bebop,vindicta,shiv,kelvin,yamato,abrams,ivy,haze,infernus
6429406,39:03,0,dynamo,ivy,vindicta,grey talon,seven,bebop,wraith,infernus,viscous,kelvin,pocket,haze
6429407,15:55,0,ivy,lash,warden,haze,infernus,seven,wraith,pocket,grey talon,vindicta,yamato,mcginnis
6429408,31:32,0,haze,seven,wraith,mcginnis,yamato,ivy,vindicta,bebop,paradox,shiv,infernus,grey talon
6429409,24:37,1,yamato,haze,warden,vindicta,pocket,bebop,grey talon,infernus,lash,mcginnis,abrams,seven
6429410,13:19,1,haze,mcginnis,vindicta,seven,wraith,mo & krill,infernus,lady geist,warden,bebop,abrams,lash
6429411,36:57,1,shiv,viscous,lady geist,vindicta,yamato,mcginnis,haze,warden,infernus,seven,wraith,bebop
6429413,35:59,0,yamato,shiv,haze,mcginnis,grey talon,wraith,abrams,kelvin,vindicta,infernus,bebop,seven
6429418,57:09,1,grey talon,haze,kelvin,seven,warden,mcginnis,infernus,dynamo,yamato,vindicta,mo & krill,shiv
6429419,39:40,0,grey talon,bebop,vindicta,haze,wraith,yamato,paradox,seven,infernus,lash,shiv,abrams
6429421,30:07,1,pocket,abrams,yamato,seven,wraith,mo & krill,haze,lady geist,shiv,mcginnis,vindicta,bebop
6429422,35:26,1,pocket,bebop,lady geist,seven,mo & krill,paradox,infernus,ivy,wraith,haze,vindicta,shiv
6429432,47:19,1,lady geist,lash,vindicta,mcginnis,seven,pocket,kelvin,haze,shiv,wraith,bebop,infernus
6429435,49:05,0,mcginnis,infernus,grey talon,lady geist,bebop,haze,vindicta,wraith,paradox,warden,seven,abrams
6429442,39:42,1,mo & krill,grey talon,dynamo,wraith,abrams,bebop,haze,vindicta,infernus,kelvin,mcginnis,seven
6429443,37:30,1,paradox,ivy,mcginnis,infernus,lash,grey talon,yamato,dynamo,abrams,vindicta,seven,haze
6429444,30:42,0,haze,seven,bebop,ivy,mo & krill,infernus,warden,abrams,pocket,grey talon,vindicta,viscous
6429445,29:58,0,pocket,grey talon,wraith,abrams,warden,lash,mcginnis,infernus,viscous,ivy,bebop,dynamo
6429446,14:58,0,shiv,kelvin,ivy,warden,vindicta,infernus,abrams,seven,mcginnis,dynamo,bebop,yamato
6429447,39:27,1,infernus,yamato,seven,mo & krill,haze,mcginnis,pocket,wraith,viscous,paradox,shiv,bebop
6429448,25:26,1,ivy,haze,yamato,shiv,warden,vindicta,mcginnis,infernus,seven,viscous,mo & krill,abrams
6429451,34:20,0,kelvin,viscous,abrams,haze,warden,lash,infernus,lady geist,vindicta,wraith,mcginnis,bebop
